Name,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Noblejas-45115,2.154,1.852,3.952,1.278,59,25.745,22.720,21.380,19.437
"Viso de San Juan, El-45199",3.385,3.067,6.164,1.285,60,25.725,22.024,21.431,18.927
Talavera de la Reina-45165,44.477,38.963,84.738,1.292,61,25.684,21.089,21.267,18.441
Valmojado-45180,2.585,2.246,4.771,1.346,67,25.406,22.240,21.178,19.172
Guadamur-45070,1.071,945,1.782,1.350,68,25.390,22.181,21.120,18.883
"Yébenes, Los-45200",3.197,2.651,5.753,1.370,69,25.248,20.503,20.861,17.835
Ocaña-45121,6.994,6.052,14.469,1.396,71,25.162,21.704,21.025,18.685
Cobeja-45051,1.424,1.188,2.668,1.398,72,25.155,20.795,21.283,17.994
Segurilla-45160,739,643,1.378,1.401,73,25.130,21.850,21.066,18.913
Villaseca de la Sagra-45196,995,859,1.859,1.413,76,25.059,21.644,20.898,18.513
Santa Cruz del Retamar-45157,1.915,1.677,4.038,1.422,77,24.995,20.844,20.914,18.282
Yuncos-45205,6.617,5.794,12.831,1.441,80,24.924,21.418,20.816,18.485
Méntrida-45099,3.378,2.951,6.273,1.446,81,24.887,21.964,20.747,18.890
Yeles-45201,3.263,2.865,6.649,1.457,83,24.834,21.529,20.773,18.608
Pulgar-45140,882,744,1.600,1.503,84,24.535,20.330,20.834,17.844
Cedillo del Condado-45047,2.281,2.021,4.337,1.513,85,24.469,21.515,20.475,18.545
Yuncler-45203,2.432,2.094,5.033,1.529,87,24.380,21.238,20.489,18.401
Mocejón-45102,2.784,2.338,5.172,1.534,89,24.340,20.896,20.329,18.196
Magán-45088,2.159,1.894,4.114,1.551,92,24.272,21.177,20.354,18.353
Sonseca-45163,6.265,5.568,11.328,1.581,94,24.113,20.097,20.182,17.712
Villamiel de Toledo-45189,565,496,1.069,1.610,96,23.974,21.795,20.344,18.693
Villasequilla-45197,1.520,1.306,2.621,1.611,97,23.965,21.690,20.102,18.781
Palomeque-45127,709,615,1.182,1.637,99,23.874,20.878,19.895,18.481
Menasalbas-45098,1.487,1.246,2.485,1.651,100,23.832,18.737,20.051,17.003
Pantoja-45128,1.982,1.640,3.523,1.692,103,23.632,21.028,19.882,18.273
Arcicóllar-45015,513,455,1.082,1.696,105,23.612,20.552,19.943,18.035
Novés-45118,1.758,1.523,3.463,1.724,108,23.496,20.778,19.793,18.358
"Puebla de Montalbán, La-45136",4.441,3.815,8.032,1.733,109,23.459,19.640,19.738,17.380
Numancia de la Sagra-45119,2.817,2.471,5.616,1.738,110,23.443,20.970,19.805,18.193
Alameda de la Sagra-45002,2.142,1.726,4.239,1.741,111,23.409,20.645,19.854,18.180
Yepes-45202,3.158,2.675,5.541,1.745,113,23.399,20.807,19.814,18.179
Escalona-45061,1.688,1.434,3.801,1.784,117,23.251,19.475,19.523,17.193
Camarena-45031,2.346,2.042,4.634,1.785,118,23.246,20.650,19.619,17.988
Villarrubia de Santiago-45195,1.596,1.327,2.559,1.787,119,23.242,20.634,19.944,18.181
Mora-45106,5.636,4.745,9.930,1.796,121,23.180,19.295,19.573,17.235
Lominchar-45085,1.375,1.165,2.815,1.805,122,23.134,19.811,19.588,17.607
Polán-45133,2.194,1.905,3.932,1.811,123,23.075,19.872,19.550,17.641
Cabañas de la Sagra-45025,1.073,922,2.137,1.816,124,23.039,20.286,19.544,18.055
"Torre de Esteban Hambrán, La-45171",984,846,1.932,1.818,125,23.035,20.483,19.503,17.975
Fuensalida-45066,6.237,5.282,12.508,1.831,126,23.009,19.393,19.470,17.243
Añover de Tajo-45014,2.884,2.413,5.354,1.843,127,22.957,20.351,19.394,17.939
Borox-45021,2.262,1.973,4.250,1.865,130,22.840,20.040,19.222,17.632
Barcience-45018,522,459,1.049,1.869,131,22.825,20.359,19.340,17.979
Oropesa-45125,1.394,1.213,2.564,1.872,132,22.814,19.356,19.414,17.180
Orgaz-45124,1.500,1.310,2.595,1.875,133,22.800,19.273,19.171,17.244
Almorox-45013,1.228,1.012,2.472,1.878,134,22.768,19.207,19.308,17.236
Quintanar de la Orden-45142,6.459,5.356,11.194,1.880,136,22.755,19.072,19.190,17.109
Portillo de Toledo-45134,1.233,1.041,2.346,1.893,137,22.702,18.329,18.889,16.491
Consuegra-45053,5.874,4.865,9.758,1.895,139,22.683,19.013,19.084,16.801
Calera y Chozas-45028,2.650,2.233,4.773,1.898,140,22.661,19.368,19.345,17.331
Tembleque-45166,1.152,949,2.009,1.916,143,22.595,19.858,19.405,17.840
Gálvez-45067,1.789,1.543,3.006,1.935,146,22.536,18.368,19.093,16.751
Madridejos-45087,5.927,4.900,10.102,1.938,147,22.528,19.041,18.997,17.003
Ajofrín-45001,1.425,1.224,2.350,1.954,148,22.463,19.140,18.877,17.109
Recas-45145,2.637,2.280,5.023,1.966,151,22.421,19.385,18.995,17.219
Escalonilla-45062,744,615,1.497,1.971,152,22.377,18.776,19.084,16.853
Santa Cruz de la Zarza-45156,2.608,2.156,4.100,1.977,153,22.336,18.752,19.039,16.800
Burujón-45024,738,628,1.332,1.997,157,22.248,19.474,18.965,17.052
Mejorada-45097,694,599,1.385,2.023,161,22.080,18.722,18.711,16.634
Santa Olalla-45158,1.764,1.490,3.502,2.030,163,22.056,18.836,18.705,16.813
Gerindote-45069,1.421,1.194,2.767,2.036,165,22.011,19.652,18.735,17.211
Villatobas-45198,1.526,1.261,2.858,2.046,167,21.960,18.966,18.855,17.016
Dosbarrios-45059,1.386,1.131,2.203,2.091,174,21.796,18.167,18.768,16.586
Huerta de Valdecarábanos-45078,922,765,1.771,2.096,176,21.772,18.823,18.585,17.153
Mazarambroz-45096,739,655,1.270,2.115,177,21.685,19.576,18.578,17.097
Cazalegas-45045,897,763,2.098,2.133,179,21.620,19.038,18.426,17.003
Cuerva-45055,728,615,1.260,2.136,180,21.608,18.662,18.614,16.928
Corral de Almaguer-45054,3.163,2.586,5.237,2.165,185,21.463,18.337,18.390,16.651
Villafranca de los Caballeros-45187,2.890,2.457,4.897,2.174,187,21.410,18.085,18.362,16.447
Chozas de Canales-45056,2.075,1.782,4.887,2.178,188,21.389,19.552,18.387,17.403
Malpica de Tajo-45089,905,789,1.678,2.205,190,21.219,19.196,18.284,17.183
Quismondo-45143,902,765,1.798,2.206,191,21.210,18.847,18.111,16.989
"Puente del Arzobispo, El-45138",590,511,1.151,2.232,196,21.076,17.857,18.157,16.197
"Casar de Escalona, El-45040",872,766,2.128,2.243,197,20.972,17.712,17.962,16.340
"Ventas con Peña Aguilera, Las-45182",645,556,1.118,2.253,198,20.918,18.331,18.106,16.647
Urda-45177,1.390,1.133,2.494,2.261,200,20.876,18.305,18.067,16.318
"Guardia, La-45071",1.275,1.085,2.160,2.274,205,20.845,18.129,18.028,16.523
"Toboso, El-45167",1.042,872,1.723,2.311,211,20.668,16.662,17.905,15.492
San Pablo de los Montes-45153,1.093,934,1.644,2.332,215,20.550,18.326,17.689,16.306
"Pueblanueva, La-45137",1.080,931,2.138,2.338,217,20.483,17.902,17.430,16.380
Navahermosa-45109,2.048,1.746,3.592,2.360,221,20.375,17.130,17.650,16.016
Velada-45181,1.531,1.323,2.907,2.369,223,20.333,18.590,17.522,16.549
Navalcán-45110,949,793,1.863,2.380,226,20.273,17.592,17.705,16.284
Miguel Esteban-45101,2.884,2.364,4.733,2.383,227,20.263,17.095,17.343,15.715
"Navalucillos, Los-45113",1.092,919,1.897,2.397,229,20.190,17.184,17.749,15.840
Lillo-45084,1.541,1.216,2.493,2.410,232,20.132,16.728,17.463,15.765
"Navalmorales, Los-45112",1.222,1.028,2.120,2.417,233,20.098,16.377,17.362,15.383
Cebolla-45046,1.722,1.428,3.234,2.423,235,20.078,17.586,17.291,16.233
Belvís de la Jara-45020,788,659,1.428,2.424,236,20.076,16.697,17.625,15.850
"Carpio de Tajo, El-45037",979,857,1.873,2.447,242,20.003,17.890,17.196,16.161
Camuñas-45034,1.058,880,1.767,2.488,246,19.744,17.333,17.292,15.990
Villanueva de Alcardete-45192,1.884,1.565,2.963,2.503,249,19.649,16.761,17.065,15.650
"Puebla de Almoradiel, La-45135",3.073,2.496,4.887,2.589,259,19.054,16.689,16.530,15.623
Lagartera-45082,687,591,1.315,2.610,262,18.886,16.042,16.471,15.253
"Villa de Don Fadrique, La-45186",2.230,1.818,3.553,2.613,263,18.863,16.631,16.424,15.400
Alcaudete de la Jara-45006,780,675,1.662,2.661,267,18.499,16.025,16.513,15.009
Agrupación municipios pequeños-45,20.960,17.962,40.844,-,-,21.580,18.288,18.578,16.679
Cataluña,4.525.338,4.189.836,8.034.743,,,35.925,27.518,28.243,22.757
Barcelona,3.365.244,3.122.343,5.899.063,,,37.532,28.456,29.319,23.401
Sant Just Desvern-08221,12.014,11.451,20.881,3,1,67.265,39.218,48.172,30.861
Sant Cugat del Vallès-08205,54.975,52.291,98.621,4,2,66.073,41.456,47.584,32.462
Matadepera-08120,5.690,5.446,9.815,5,3,65.536,42.098,48.064,33.017
Alella-08003,5.901,5.596,10.217,6,4,62.304,37.893,46.145,30.461
Sant Vicenç de Montalt-08264,3.739,3.510,6.712,11,5,59.363,38.034,43.654,30.113
Cabrils-08030,4.558,4.296,7.767,12,6,58.951,38.871,43.581,30.939
Sitges-08270,16.686,15.684,32.405,15,7,57.011,33.363,41.950,27.170
Lliçà de Vall-08108,4.270,3.936,6.861,16,8,56.412,29.934,43.192,24.521
Cabrera de Mar-08029,2.975,2.816,5.018,18,9,53.476,36.175,40.330,28.829
Tiana-08282,5.595,5.331,9.305,20,10,52.908,38.137,39.432,30.118
Vallromanes-08296,1.637,1.569,2.742,21,11,52.530,35.695,39.409,28.026
Teià-08281,3.949,3.748,6.818,23,12,52.119,36.008,39.137,28.890
"Ametlla del Vallès, L-08005",5.626,5.261,9.462,25,13,50.454,35.088,37.966,28.099
Premià de Dalt-08230,6.180,5.713,10.594,26,14,49.891,32.506,37.613,26.640
Sant Andreu de Llavaneres-08197,6.475,6.082,11.933,27,15,49.845,34.329,37.588,27.654
Sant Quirze del Vallès-08238,12.306,11.629,20.161,31,16,49.050,36.551,36.762,29.083
Begues-08020,4.462,4.192,7.462,32,17,48.464,36.552,36.588,28.830
Gurb-08100,1.609,1.549,2.712,38,19,46.357,32.206,35.062,25.801
Vilassar de Mar-08219,12.709,11.971,21.162,40,20,45.913,33.751,35.291,27.291
Castelldefels-08056,36.935,34.389,69.450,41,21,45.548,31.816,34.494,25.811
Collbató-08069,2.919,2.745,4.849,51,26,43.643,34.793,33.354,27.981
Caldes Estrac-08032,1.707,1.625,3.259,54,27,43.217,29.691,33.104,24.490
Barcelona-08019,1.028.169,970.128,1.702.547,58,28,43.055,30.318,32.990,24.759
Vilassar de Dalt-08214,5.469,5.138,9.281,63,29,42.460,30.897,32.583,25.091
Sant Esteve de Palautordera-08207,1.750,1.649,3.080,65,30,42.382,31.088,32.858,25.463
Sant Julià de Vilatorta-08220,2.023,1.937,3.297,66,31,42.188,32.196,32.349,25.839
Esplugues de Llobregat-08077,26.926,24.747,47.613,67,32,42.032,28.816,32.301,23.820
"Masnou, El-08118",14.581,13.726,24.479,70,35,41.913,32.476,32.274,26.240
Vilanova del Vallès-08902,3.353,3.146,5.632,71,36,41.590,31.634,32.150,25.653
Sant Pol de Mar-08235,3.280,3.086,5.834,72,37,41.501,31.361,32.065,25.643
"Garriga, La-08088",10.080,9.465,17.305,81,41,40.303,30.124,31.232,24.580
Folgueroles-08083,1.386,1.334,2.263,94,46,39.530,30.330,30.455,24.563
Castellví de Rosanes-08066,1.234,1.153,2.106,96,47,39.455,32.716,30.506,26.263
"Palma de Cervelló, La-08905",1.859,1.752,3.044,98,48,39.140,31.837,30.508,25.628
Viladecavalls-08300,4.644,4.332,7.802,99,49,39.120,31.677,30.280,25.679
Cerdanyola del Vallès-08266,34.307,31.744,58.100,102,50,39.042,29.848,30.440,24.417
Corbera de Llobregat-08072,9.209,8.558,15.726,104,51,38.872,30.806,30.214,24.990
Cervelló-08068,5.742,5.397,9.647,105,52,38.804,31.875,30.199,25.699
Sant Antoni de Vilamajor-08198,4.007,3.719,6.668,106,53,38.801,30.001,30.186,24.367
Sant Joan Despí-08217,21.058,19.499,35.083,107,54,38.762,30.513,30.022,24.816
Argentona-08009,7.341,6.855,12.844,109,56,38.682,29.794,30.281,24.265
Pallejà-08157,6.946,6.435,11.825,111,57,38.596,31.388,29.977,25.372
Montgat-08126,7.117,6.664,12.625,113,58,38.522,31.335,30.012,25.441
Seva-08269,2.240,2.117,3.798,114,59,38.498,29.385,29.747,23.834
Torrelles de Llobregat-08289,3.773,3.561,6.155,116,60,38.477,31.754,29.890,25.929
Sant Fruitós de Bages-08213,5.404,5.087,9.248,117,61,38.396,28.639,29.795,23.367
Sant Esteve Sesrovires-08208,5.043,4.727,8.060,118,62,38.362,32.435,29.535,26.133
Gavà-08089,26.854,24.635,48.007,120,63,38.259,28.991,29.600,23.737
Santa Coloma de Cervelló-08244,4.963,4.666,8.335,121,64,38.219,32.821,29.664,26.242
Molins de Rei-08123,16.086,15.082,26.948,122,65,38.189,31.462,29.675,25.520
Canyelles-08043,3.075,2.817,5.367,123,66,38.137,28.161,29.895,23.216
Sant Fost de Campsentelles-08209,5.443,5.005,9.227,126,68,38.063,30.481,29.741,24.942
"Roca del Vallès, La-08181",6.720,6.365,10.962,131,70,37.784,29.500,29.277,24.149
Cardedeu-08046,11.153,10.393,19.064,133,71,37.703,30.262,29.535,24.644
"Bruc, El-08025",1.376,1.286,2.288,138,74,37.611,30.034,29.333,24.219
Olivella-08148,2.386,2.166,4.419,141,75,37.465,29.609,29.204,24.410
Les Cabanyes-08027,566,532,1.012,144,76,37.260,32.311,29.142,25.615
Castellnou de Bages-08062,842,798,1.430,145,77,37.215,31.030,29.208,25.481
Sant Feliu de Llobregat-08211,27.588,25.451,46.554,150,79,37.043,29.985,28.969,24.491
Ullastrell-08290,1.242,1.179,2.176,151,80,36.989,30.926,28.884,25.014
Vilobí del Penedès-08304,659,608,1.150,157,83,36.765,29.039,29.449,23.999
Dosrius-08075,3.404,3.167,6.142,160,84,36.619,29.441,28.750,24.180
Santpedor-08192,4.532,4.260,7.716,165,86,36.440,30.575,28.518,24.742
Calldetenes-08037,1.547,1.473,2.690,171,88,36.324,28.014,28.634,22.909
Gualba-08097,931,877,1.738,172,89,36.273,30.880,28.749,24.754
Palau-solità i Plegamans-08156,9.081,8.421,15.456,174,91,36.259,29.653,28.603,24.351
Sant Pere de Ribes-08231,17.481,16.003,32.121,175,92,36.243,27.216,28.480,22.543
Sant Climent de Llobregat-08204,2.531,2.372,4.182,176,93,36.153,30.622,28.151,24.898
Vallgorguina-08294,1.812,1.681,3.198,178,94,36.125,29.530,28.466,24.010
Vilanova i la Geltrú-08307,39.419,36.283,70.418,179,95,36.052,28.364,28.496,23.415
Bigues i Riells-08023,5.929,5.454,10.036,180,96,36.049,28.726,28.319,23.539
Taradell-08278,4.091,3.878,6.844,182,97,35.913,27.665,28.258,22.612
Olèrdola-08145,2.274,2.097,3.946,192,102,35.675,28.560,28.223,23.421
"Papiol, El-08158",2.625,2.451,4.363,193,103,35.658,29.411,28.010,23.787
Llinars del Vallès-08106,6.017,5.646,10.740,194,104,35.633,28.792,28.132,23.410
Santa Eulàlia de Riuprimer-08247,812,777,1.487,197,106,35.599,30.161,27.962,24.281
Arenys de Munt-08007,5.290,4.963,9.458,198,107,35.589,27.687,28.057,22.771
Cànoves i Samalús-08042,1.963,1.799,3.315,199,108,35.573,28.170,27.909,23.206
Sant Sadurní Anoia-08240,7.792,7.146,12.915,202,111,35.494,29.694,28.036,24.179
Caldes de Montbui-08033,10.573,9.956,18.336,204,112,35.481,28.496,27.948,23.340
Sant Martí de Tous-08226,689,659,1.275,205,113,35.454,29.439,27.807,24.164
Calders-08034,644,619,1.114,207,114,35.400,31.927,27.761,25.313
Castellar del Vallès-08051,15.070,14.121,25.322,209,115,35.274,29.508,27.852,24.056
Font-rubí-08085,804,741,1.446,210,116,35.267,26.544,27.994,22.096
Sant Iscle de Vallalta-08193,789,737,1.458,212,117,35.190,28.011,27.844,22.852
Sant Llorenç Hortons-08222,1.524,1.418,2.617,216,119,35.094,29.981,27.681,24.322
Sant Pere de Vilamajor-08234,2.905,2.705,4.941,222,124,34.992,28.992,27.638,23.806
Arenys de Mar-08006,9.075,8.467,16.642,223,125,34.977,27.627,27.688,22.901
Tona-08283,4.917,4.627,8.511,225,126,34.946,27.493,27.500,22.305
Vacarisses-08291,4.279,3.992,7.563,226,127,34.936,30.253,27.718,24.727
Gelida-08091,4.511,4.171,8.098,229,129,34.889,29.978,27.576,24.563
Aiguafreda-08014,1.589,1.499,2.576,230,130,34.846,28.045,27.860,23.013
Martorelles-08115,2.981,2.716,4.987,231,131,34.836,28.084,27.897,23.204
Sant Cebrià de Vallalta-08203,2.253,2.088,3.828,232,132,34.827,28.162,27.378,23.177
Santa Eulàlia de Ronçana-08248,4.566,4.254,7.911,233,133,34.821,28.933,27.575,23.684
Torrelavit-08287,855,801,1.509,234,134,34.791,28.513,27.500,23.310
Premià de Mar-08172,16.427,15.110,28.951,238,136,34.766,28.335,27.540,23.518
Santa Maria de Palautordera-08259,5.805,5.430,10.008,241,139,34.725,28.282,27.641,23.233
Castellbisbal-08054,7.735,7.199,12.972,242,140,34.724,29.734,27.412,24.164
Cubelles-08074,9.200,8.453,17.243,245,141,34.598,28.528,27.463,23.643
Vallirana-08295,9.330,8.560,15.985,249,144,34.507,29.131,27.390,23.901
Abrera-08001,7.811,7.103,13.014,263,150,34.280,30.426,27.299,24.892
Cardona-08047,2.633,2.390,4.574,266,153,34.233,26.567,27.498,22.150
Granollers-08096,36.605,33.900,64.181,268,154,34.213,27.601,27.148,22.789
Olost-08149,692,663,1.216,280,157,34.048,26.628,26.820,21.797
Olesa de Bonesvalls-08146,1.271,1.159,2.093,282,159,34.005,28.866,27.095,23.600
"Granada, La-08094",1.321,1.250,2.263,284,160,33.982,29.166,27.058,23.632
Parets del Vallès-08159,11.437,10.599,18.881,290,162,33.843,28.989,26.981,23.811
Sant Cugat Sesgarrigues-08206,602,552,1.031,291,163,33.834,28.276,26.999,23.586
Lliçà Amunt-08107,9.871,9.091,16.253,292,164,33.813,28.634,26.923,23.487
Santa Susanna-08261,2.063,1.930,4.023,298,167,33.626,26.807,26.785,21.925
Sant Vicenç de Torelló-08265,1.240,1.191,2.092,300,168,33.541,28.084,26.494,22.955
Subirats-08273,1.923,1.783,3.281,304,172,33.456,27.945,26.734,22.778
Igualada-08102,23.182,21.612,41.466,310,174,33.403,27.179,26.558,22.499
Vic-08298,27.868,25.856,49.530,312,176,33.384,26.100,26.550,21.655
Sabadell-08187,122.195,113.110,222.177,314,177,33.377,27.532,26.602,22.742
Castellterçol-08064,1.466,1.380,2.773,317,178,33.306,26.074,26.623,21.852
Castellgalí-08061,1.282,1.199,2.347,321,180,33.225,27.320,26.454,22.584
Vilafranca del Penedès-08305,23.788,21.686,41.504,323,181,33.195,27.558,26.528,22.728
Fonollosa-08084,918,863,1.585,326,183,33.162,27.477,26.391,22.932
Sant Salvador de Guardiola-08098,1.984,1.825,3.476,329,185,33.088,27.815,26.550,23.045
Canet de Mar-08040,8.171,7.601,15.140,333,186,33.060,26.942,26.403,22.465
"Hostalets de Pierola, Els-08162",1.802,1.672,3.231,340,188,32.943,27.208,26.382,22.508
"Franqueses del Vallès, Les-08086",11.485,10.679,20.715,342,190,32.934,28.000,26.276,22.859
Esparreguera-08076,13.207,12.062,22.550,344,192,32.906,28.654,26.352,23.474
Martorell-08114,15.814,14.170,28.507,353,194,32.748,27.761,26.094,22.913
Sentmenat-08267,5.612,5.229,9.553,362,195,32.688,28.090,26.242,23.112
Santa Perpètua de Mogoda-08260,14.920,13.716,25.960,365,196,32.651,28.251,26.147,23.204
Sant Celoni-08202,10.370,9.510,18.761,366,197,32.647,27.786,26.286,23.018
Sant Pere de Riudebitlles-08232,1.424,1.295,2.497,367,198,32.628,26.999,26.238,22.489
Sant Quirze de Besora-08237,1.262,1.187,2.127,368,199,32.626,27.210,25.794,22.199
"Pobla de Claramunt, La-08165",1.304,1.205,2.353,370,200,32.620,27.214,26.102,22.251
Viladecans-08301,39.068,35.600,67.348,371,201,32.613,28.180,26.052,23.132
Terrassa-08279,128.895,118.867,228.708,379,205,32.493,27.284,25.928,22.544
Olesa de Montserrat-08147,14.010,12.800,24.677,381,206,32.460,28.103,26.061,23.229
Manresa-08113,43.842,40.039,80.201,388,208,32.389,26.956,25.940,22.360
Sant Feliu de Codines-08210,3.702,3.473,6.661,389,209,32.381,27.236,25.846,22.227
Barberà del Vallès-08252,19.562,18.027,33.575,390,210,32.370,28.137,25.946,23.156
Figaró-Montmany-08134,612,577,1.188,393,211,32.333,27.456,25.802,22.686
Súria-08274,3.451,3.182,6.090,394,212,32.326,28.615,25.882,23.651
L´Esquirol-08254,1.296,1.237,2.277,401,214,32.242,26.398,25.836,21.834
Casserres-08049,902,835,1.676,407,215,32.210,25.197,26.133,21.098
Avinyonet del Penedès-08013,1.019,938,1.744,408,216,32.169,27.008,25.614,22.599
Sant Andreu de la Barca-08196,15.706,14.299,27.062,409,217,32.159,28.104,25.827,23.019
Navarcles-08140,3.522,3.294,6.160,410,218,32.155,27.237,25.874,22.482
Callús-08038,1.184,1.102,2.145,411,219,32.154,27.127,25.605,22.156
Avià-08011,1.324,1.268,2.243,413,220,32.089,27.951,25.673,22.798
"Prat de Llobregat, El-08169",38.222,34.860,66.184,427,225,31.849,27.691,25.615,22.823
Polinyà-08167,4.991,4.677,8.555,440,228,31.764,27.852,25.477,22.822
Moià-08138,3.680,3.460,6.738,445,231,31.704,25.549,25.534,21.178
Torelló-08285,8.897,8.330,15.093,449,233,31.688,27.317,25.403,22.345
Masquefa-08119,5.756,5.266,10.038,451,234,31.665,27.973,25.548,22.977
Rubí-08184,44.076,40.476,81.532,454,235,31.647,27.388,25.422,22.618
"Masies de Voltregà, Les-08117",1.960,1.868,3.292,460,237,31.576,27.640,25.199,22.624
Sant Boi de Llobregat-08200,48.194,43.800,84.831,463,238,31.552,27.436,25.435,22.639
Vallbona Anoia-08292,750,694,1.406,464,239,31.550,27.731,25.288,22.778
Castellví de la Marca-08065,962,870,1.716,468,243,31.529,27.028,25.562,22.481
Sant Hipòlit de Voltregà-08215,2.133,2.017,3.687,476,246,31.422,27.040,25.077,22.118
Sant Pere de Torelló-08233,1.466,1.385,2.592,478,248,31.402,26.965,25.243,22.182
Mataró-08121,69.020,63.548,131.798,484,250,31.326,25.840,25.179,21.565
Montornès del Vallès-08136,9.650,8.758,17.089,491,254,31.220,27.294,25.282,22.677
Badalona-08015,123.986,112.086,227.083,493,255,31.215,26.185,25.121,21.832
Montcada i Reixac-08125,20.680,18.832,37.153,494,256,31.198,26.916,25.120,22.322
Montmeló-08135,5.321,4.865,8.906,495,257,31.184,27.436,25.197,22.515
Berga-08022,9.596,8.834,17.160,501,259,31.151,26.375,25.348,22.009
Centelles-08067,4.629,4.403,7.775,506,262,31.107,26.238,24.959,21.694
Artés-08010,3.488,3.283,6.084,515,266,31.002,27.002,24.907,22.117
Mollet del Vallès-08124,29.751,27.116,52.283,516,267,30.989,27.074,24.986,22.383
Sant Vicenç dels Horts-08263,16.250,14.685,28.568,524,269,30.909,27.107,25.017,22.401
"Pla del Penedès, El-08164",754,701,1.352,528,270,30.893,27.008,24.810,22.567
Cornellà de Llobregat-08073,51.054,46.411,91.589,533,272,30.855,26.736,24.932,22.233
Navàs-08141,3.514,3.239,6.185,538,274,30.790,26.445,24.852,21.745
Capellades-08044,3.032,2.831,5.567,548,280,30.697,27.355,24.708,22.549
"Torre de Claramunt, La-08286",2.205,2.052,4.122,556,284,30.648,27.480,24.702,22.671
Sallent-08191,3.766,3.513,6.927,564,287,30.542,26.988,24.739,22.197
Calaf-08031,2.045,1.808,3.618,577,293,30.437,25.241,24.640,21.083
Odena-08143,2.082,1.953,3.710,578,294,30.437,25.991,24.383,21.594
Fogars de la Selva-08082,877,791,1.680,579,295,30.436,25.834,24.837,21.647
Sant Joan de Vilatorrada-08218,6.477,5.967,11.017,592,300,30.333,26.742,24.513,22.063
Roda de Ter-08183,3.893,3.650,6.900,610,304,30.226,26.380,24.323,21.738
Ripollet-08180,21.640,19.692,39.462,611,305,30.219,26.691,24.463,22.108
Avinyó-08012,1.317,1.246,2.313,620,308,30.176,25.561,24.428,21.396
Palafolls-08155,5.460,5.069,9.938,629,312,30.113,25.969,24.258,21.573
Bagà-08016,1.245,1.129,2.182,637,315,30.066,25.351,24.701,21.582
Santa Eugènia de Berga-08246,1.420,1.344,2.308,644,318,30.039,26.823,24.310,22.055
Monistrol de Montserrat-08127,1.772,1.636,3.198,651,321,30.016,26.250,24.253,21.930
Piera-08161,9.525,8.608,17.555,659,323,29.959,26.822,24.358,22.167
Sant Martí Sarroca-08227,2.001,1.843,3.391,666,327,29.887,25.577,24.193,21.146
Prats de Lluçanès-08171,1.607,1.535,2.688,670,328,29.873,25.775,24.106,21.287
Calella-08035,10.104,9.363,20.369,671,329,29.872,24.019,24.193,20.378
Balsareny-08018,1.786,1.648,3.328,672,330,29.864,26.741,24.332,21.836
Mediona-08122,1.398,1.291,2.637,680,333,29.807,25.526,24.339,21.737
Castellbell i el Vilar-08053,2.230,2.062,4.138,682,334,29.799,25.530,24.226,21.051
Castellet i la Gornal-08058,1.477,1.348,2.674,684,335,29.788,25.976,24.188,21.747
Sant Martí de Centelles-08224,658,628,1.259,693,337,29.718,26.306,24.025,21.466
Puig-reig-08175,2.352,2.177,4.489,695,338,29.695,25.186,24.335,21.129
Sant Llorenç Savall-08223,1.356,1.266,2.586,697,340,29.687,25.861,24.207,21.502
Gironella-08092,2.792,2.539,5.055,714,349,29.472,26.123,24.240,21.791
Santa Margarida i els Monjos-08251,4.355,3.904,7.736,715,350,29.446,26.850,24.074,22.379
Sant Adrià de Besòs-08194,19.209,17.409,38.490,729,353,29.371,25.186,23.857,21.173
Canovelles-08041,8.865,7.920,17.312,738,358,29.306,24.527,24.007,20.620
Manlleu-08112,11.626,10.460,21.348,753,361,29.207,25.450,23.872,21.191
Balenyà-08017,2.242,2.083,4.036,754,362,29.204,25.856,23.643,21.437
Tordera-08284,9.420,8.603,18.780,761,364,29.146,24.768,23.696,20.905
Sant Vicenç de Castellet-08262,5.223,4.787,10.131,767,365,29.101,25.628,23.743,21.545
Sant Quintí de Mediona-08236,1.282,1.166,2.504,784,372,29.004,25.137,23.536,21.048
Malgrat de Mar-08110,10.273,9.483,19.377,787,374,28.961,24.542,23.650,20.805
"Hospitalet de Llobregat, L-08101",143.529,130.555,279.993,809,380,28.825,25.065,23.528,21.025
Cercs-08268,649,595,1.193,816,381,28.719,25.098,23.624,20.866
Cabrera Anoia-08028,855,778,1.709,829,385,28.647,25.863,23.511,21.572
Pineda de Mar-08163,15.260,13.954,29.455,874,396,28.296,23.844,23.266,20.278
Montesquiu-08134,560,525,1.099,879,397,28.212,25.973,23.520,21.694
"Llagosta, La-08105",7.216,6.491,13.085,885,399,28.170,25.446,23.050,21.272
"Pont de Vilomara i Rocafort, El-08182",2.199,2.031,4.140,906,403,28.013,25.761,23.011,21.278
Santa Maria Oló-08258,641,611,1.077,1.037,425,27.122,25.104,22.399,20.567
"Pobla de Lillet, La-08166",624,578,1.109,1.075,430,26.865,23.423,22.551,20.242
Torrelles de Foix-08288,1.248,1.087,2.657,1.092,432,26.745,23.639,22.390,20.254
