municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos
Barbadillo de Herreros,112.0,71.0,41.0,1.74571383882486,64.15713590000158,11.0,64.0,45.0,Unknown,0.0,0.0,Unknown
Barbadillo del Mercado,144.0,77.0,67.0,9.478140322216676,15.192853777704189,34.0,97.0,46.0,Unknown,0.0,0.0,Unknown
Barbadillo del Pez,65.0,37.0,28.0,3.1302670776947568,20.76500131990922,13.0,45.0,22.0,Unknown,0.0,0.0,Unknown
Barbalos,74.0,42.0,32.0,1.9699562847990555,37.56428534532092,12.0,45.0,30.0,Unknown,0.0,0.0,Unknown
Barbarin,48.0,25.0,23.0,5.747116994093034,8.352013722590833,11.0,39.0,19.0,Unknown,0.0,0.0,Unknown
Barbastro,17146.0,8342.0,8804.0,159.35354766412928,107.59722799607049,6163.0,13507.0,3437.0,29.24,4.90936945090909,0.0,1.0
Barbate,22761.0,11407.0,11354.0,160.09995976073012,142.16743111001642,8835.0,18928.0,3623.0,20.937,1.830659274375,0.4826574225,2.0
Barbens,943.0,518.0,425.0,121.13330666178564,7.784811840668521,322.0,714.0,225.0,Unknown,0.0,0.0,1.0
Barberà de la Conca,472.0,262.0,210.0,17.930824206523283,26.32338561594313,149.0,358.0,118.0,Unknown,0.0,3.45744681,Unknown
Barberà del Vallès,33016.0,16237.0,16779.0,4026.035122593309,8.20062393761067,12303.0,27447.0,5392.0,32.37,7.115143853478261,0.6898114882608696,Unknown
Bárboles,297.0,164.0,133.0,19.091752801236243,15.556455349703064,91.0,224.0,76.0,Unknown,0.0,0.0,Unknown
Barbolla,139.0,77.0,62.0,5.319047751317046,26.132497112022037,45.0,118.0,51.0,Unknown,0.0,0.0,Unknown
Barbués,91.0,55.0,36.0,4.645707643755192,19.587973884306543,19.0,52.0,25.0,Unknown,0.0,0.0,Unknown
Barbuñales,100.0,50.0,50.0,5.333698529903342,18.748716193716373,17.0,55.0,40.0,Unknown,0.0,0.0,Unknown
Barca,108.0,69.0,39.0,2.3971945968345048,45.05266286792653,18.0,60.0,43.0,Unknown,0.0,0.0,Unknown
Bárcabo,106.0,57.0,49.0,1.20562282952812,87.92136097944358,16.0,67.0,38.0,Unknown,0.0,0.0,Unknown
Barcarrota,3498.0,1779.0,1719.0,25.699956009767263,136.1091823920082,1269.0,2758.0,822.0,18.634,0.0,0.0,Unknown
Barcelona,1636732.0,778744.0,857988.0,16243.155434131124,100.76441160938457,579906.0,1271353.0,348990.0,40.293499999999995,12.452728309625467,0.5738076721722847,70.0
Bárcena de Campos,52.0,23.0,29.0,3.576831126345813,14.538008131550958,1.0,23.0,30.0,Unknown,0.0,0.0,Unknown
Bárcena de Cicero,4399.0,2252.0,2147.0,121.36870656082586,36.24492774663765,1373.0,3465.0,721.0,27.431,5.197906276666667,1.39113197,Unknown
Bárcena de Pie de Concha,671.0,337.0,334.0,21.96767151779222,30.544884989587484,153.0,479.0,201.0,Unknown,0.0,0.0,Unknown
Barceo,44.0,26.0,18.0,2.082675644172876,21.126669495131285,10.0,26.0,20.0,Unknown,0.0,0.0,Unknown
Barchín del Hoyo,94.0,63.0,31.0,1.440519451153011,65.25423861841028,16.0,51.0,36.0,Unknown,0.0,0.0,Unknown
Barcial de la Loma,86.0,48.0,38.0,3.1700961615030767,27.128514599766515,14.0,52.0,44.0,Unknown,0.0,0.0,Unknown
Barcial del Barco,241.0,127.0,114.0,12.677843305901735,19.009542410719867,51.0,151.0,107.0,Unknown,0.0,0.0,Unknown
Barcience,940.0,515.0,425.0,49.52640547769397,18.97977434327156,394.0,790.0,66.0,22.825,0.0,2.89677177,Unknown
Barcones,21.0,14.0,7.0,0.378920220118393,55.42063707615968,3.0,11.0,12.0,Unknown,0.0,0.0,Unknown
Bardallur,254.0,125.0,129.0,9.287785362689233,27.347746538196866,56.0,182.0,79.0,Unknown,0.0,0.0,Unknown
Bardenas Reales,Unknown,Unknown,Unknown,Unknown,420.15968923351545,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bareyo,2129.0,1075.0,1054.0,65.92792502627334,32.29284099494348,646.0,1577.0,395.0,25.62,5.35714286,3.71577099,Unknown
Bargas,10611.0,5313.0,5298.0,118.28154976562578,89.70968017434365,4047.0,8660.0,1432.0,31.447,5.874969972,4.081745870000001,3.0
Bargota,254.0,127.0,127.0,10.03048865401165,25.32279420887573,39.0,146.0,116.0,Unknown,0.0,0.0,Unknown
Barillas,236.0,131.0,105.0,81.23884827544803,2.905014103595112,74.0,160.0,59.0,Unknown,0.0,0.0,Unknown
Barjas,167.0,92.0,75.0,2.897733574998793,57.631247206731054,17.0,87.0,107.0,Unknown,0.0,0.0,Unknown
Barlovento,1921.0,970.0,951.0,44.16577688167701,Unknown,533.0,1320.0,535.0,19.972,0.0,0.0,Unknown
Barracas,185.0,101.0,84.0,4.389069232204421,42.1501667466483,57.0,121.0,48.0,Unknown,0.0,0.0,Unknown
Barrachina,113.0,60.0,53.0,4.546227352588362,24.855774081704087,29.0,77.0,41.0,Unknown,0.0,0.0,Unknown
Barrado,363.0,188.0,175.0,17.04927365231475,21.29122960911101,111.0,278.0,129.0,Unknown,0.0,0.0,Unknown
Barrax,1808.0,926.0,882.0,9.527298840208582,189.7704722318144,720.0,1515.0,349.0,21.136,0.0,2.28437358,Unknown
barreda,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0
Barreiros,3001.0,1458.0,1543.0,41.335997749423775,72.6001587815026,677.0,1960.0,981.0,25.436,2.957858046666667,1.6253315266666668,Unknown
Barrika,1554.0,788.0,766.0,200.699752390065,7.742909403195287,476.0,1219.0,322.0,Unknown,0.0,0.0,Unknown
Barrio de Muñó,32.0,18.0,14.0,8.254875293965556,3.8764970832924033,8.0,22.0,11.0,Unknown,0.0,0.0,Unknown
Barriopedro,17.0,11.0,6.0,1.5915947756485551,10.681110707386376,1.0,12.0,4.0,Unknown,0.0,0.0,Unknown
Barrios de Colina,51.0,28.0,23.0,2.171407940292869,23.48706526011937,10.0,38.0,15.0,Unknown,0.0,0.0,Unknown
Barro,3622.0,1778.0,1844.0,96.45576725742956,37.550890972991695,1221.0,2871.0,845.0,25.066,0.9498192625,0.7315594975,Unknown
Barromán,181.0,96.0,85.0,9.035309731661233,20.032517464868505,36.0,115.0,71.0,Unknown,0.0,0.0,Unknown
Barruecopardo,443.0,247.0,196.0,11.705113372170691,37.84670732478744,84.0,272.0,170.0,Unknown,0.0,0.0,1.0
Barruelo de Santullán,1187.0,585.0,602.0,22.27138032678292,53.29710069979578,272.0,783.0,400.0,24.059,0.0,3.10457516,Unknown
Barruelo del Valle,47.0,29.0,18.0,3.626188584924804,12.96126742977286,10.0,33.0,23.0,Unknown,0.0,0.0,Unknown
Barrundia,895.0,493.0,402.0,9.18670313406921,97.42341588037836,254.0,718.0,165.0,Unknown,0.0,0.0,Unknown
Barx,1354.0,703.0,651.0,84.09457284302242,16.100920121533687,305.0,837.0,392.0,25.986,0.0,2.83589418,Unknown
Barxeta,1604.0,821.0,783.0,56.24561690923981,28.517777706808317,535.0,1252.0,352.0,22.584,0.0,0.0,Unknown
barzana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
Basaburua,838.0,478.0,360.0,10.086939975879124,83.07772248113972,240.0,656.0,183.0,Unknown,0.0,0.0,Unknown
Basardilla,168.0,77.0,91.0,8.81802880487994,19.05187698037774,57.0,130.0,19.0,Unknown,0.0,0.0,Unknown
Basauri,40535.0,19551.0,20984.0,5781.177577564559,7.01154729398162,11579.0,29830.0,10932.0,Unknown,0.0,0.0,4.0
Bàscara,1015.0,523.0,492.0,59.51777685258707,17.0537283762117,351.0,773.0,227.0,30.457,6.14035088,3.7163512,Unknown
Basconcillos del Tozo,292.0,167.0,125.0,2.419828543817657,120.66970643272288,54.0,196.0,89.0,Unknown,0.0,0.0,Unknown
Báscones de Ojeda,138.0,71.0,67.0,7.433481248246728,18.564653005958533,35.0,94.0,50.0,Unknown,0.0,0.0,Unknown
Bascuñana,21.0,13.0,8.0,2.706447608128038,7.759248668598842,2.0,11.0,14.0,Unknown,0.0,0.0,Unknown
Bascuñana de San Pedro,20.0,17.0,3.0,1.0189413755486043,19.62821461561699,2.0,10.0,9.0,Unknown,0.0,0.0,Unknown
Bassella,224.0,119.0,105.0,3.189053873264083,70.24026839995962,79.0,171.0,60.0,Unknown,0.0,0.0,Unknown
Batea,1879.0,937.0,942.0,14.719798476061095,127.6512041286319,600.0,1339.0,559.0,20.26,0.0,0.0,Unknown
Baterno,258.0,140.0,118.0,4.154554251926645,62.100524955319656,69.0,196.0,97.0,Unknown,0.0,0.0,Unknown
Batres,1820.0,924.0,896.0,85.21613759204176,21.35745706655881,567.0,1413.0,225.0,35.626,0.0,5.35714286,Unknown
Bausen,66.0,34.0,32.0,3.7525757084445,17.587919639163793,10.0,40.0,24.0,Unknown,0.0,0.0,Unknown
Bayárcal,317.0,173.0,144.0,8.337156642155277,38.02255536343753,64.0,215.0,69.0,Unknown,0.0,0.0,Unknown
Bayarque,219.0,101.0,118.0,8.30778546801455,26.36081550771412,46.0,134.0,72.0,Unknown,0.0,0.0,Unknown
Bayubas de Abajo,135.0,73.0,62.0,3.061556740747901,44.09521411222355,12.0,69.0,78.0,Unknown,0.0,0.0,Unknown
Bayubas de Arriba,61.0,35.0,26.0,2.95838268179763,20.619374354549016,6.0,21.0,30.0,Unknown,0.0,0.0,Unknown
Baza,20281.0,10028.0,10253.0,37.18677523267728,545.3820578176511,7954.0,16838.0,3681.0,23.518,2.147008616,0.8955234606666667,Unknown
Baztan,7863.0,3973.0,3890.0,21.19466016342808,370.98967095343215,2624.0,5980.0,1769.0,Unknown,0.0,0.0,Unknown
Bea,31.0,18.0,13.0,1.3266058255220232,23.367905826737505,6.0,24.0,7.0,Unknown,0.0,0.0,Unknown
Beade,379.0,198.0,181.0,59.232809430376975,6.398480903484438,92.0,252.0,152.0,Unknown,0.0,2.83841159,Unknown
Beamud,38.0,20.0,18.0,1.625323204777986,23.3799652206348,2.0,16.0,19.0,Unknown,0.0,0.0,Unknown
Beariz,971.0,440.0,531.0,17.348646632839415,55.96978372722084,166.0,510.0,463.0,Unknown,0.0,0.0,Unknown
Beas,4464.0,2231.0,2233.0,30.858218101545837,144.66162580451712,1474.0,3325.0,911.0,21.667,1.16433799,1.9522943766666667,Unknown
Beas de Granada,980.0,513.0,467.0,42.24213142451901,23.19958692783123,326.0,744.0,241.0,25.626,0.0,3.07017544,Unknown
Beas de Guadix,323.0,162.0,161.0,19.8930759117964,16.236805279995146,113.0,253.0,87.0,Unknown,0.0,0.0,Unknown
Beas de Segura,5115.0,2678.0,2437.0,32.094727557273266,159.37197132682454,1933.0,4128.0,1063.0,16.944,0.5476190479999999,0.0,1.0
Beasain,13949.0,6999.0,6950.0,465.1022415855494,29.99125515380744,5111.0,11167.0,2714.0,Unknown,0.0,0.0,1.0
Becedas,183.0,94.0,89.0,5.682729763760161,32.20283342822766,19.0,99.0,107.0,Unknown,0.0,0.0,Unknown
Becedillas,77.0,40.0,37.0,3.876614880288351,19.862690098912424,16.0,55.0,35.0,Unknown,0.0,0.0,Unknown
Beceite,544.0,279.0,265.0,5.614275819970526,96.89584506428042,144.0,381.0,160.0,Unknown,4.47761194,0.0,Unknown
Becerreá,2826.0,1414.0,1412.0,16.42515645989373,172.05315559096258,674.0,1826.0,1001.0,20.558,0.74074074,0.0,Unknown
Becerril de Campos,762.0,392.0,370.0,9.65031378324469,78.96116303731168,190.0,477.0,277.0,Unknown,0.0,0.0,Unknown
Becerril de la Sierra,6108.0,3042.0,3066.0,199.9418949862923,30.548875214065337,2068.0,4716.0,848.0,38.675,6.724806895,6.258298115,Unknown
Becilla de Valderaduey,218.0,122.0,96.0,5.702104641934776,38.23149761173632,56.0,152.0,92.0,Unknown,0.0,0.0,Unknown
Bédar,974.0,500.0,474.0,20.84698411104369,46.72138640351453,154.0,574.0,353.0,Unknown,0.0,2.88014073,Unknown
Bedia,1076.0,517.0,559.0,65.73353427298511,16.369118318383347,314.0,820.0,221.0,Unknown,0.0,0.0,Unknown
bedmar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0
Bedmar y Garcíez,2656.0,1344.0,1312.0,22.356313697298628,118.80312809892855,960.0,2099.0,583.0,15.925,0.0,0.0,Unknown
Begíjar,2998.0,1503.0,1495.0,70.05954917053822,42.79216802697802,1183.0,2517.0,558.0,16.731,0.0,0.0,3.0
Begonte,2976.0,1492.0,1484.0,23.47112384254188,126.79409899435412,652.0,1921.0,1116.0,23.253,0.0,0.7661679533333333,Unknown
Begues,7356.0,3685.0,3671.0,145.99132160432922,50.386556674488425,2789.0,6072.0,889.0,48.464,9.470405166666668,7.569050886666666,Unknown
Begur,4039.0,2020.0,2019.0,193.6320099965744,20.859154434597126,1221.0,3103.0,831.0,40.272,5.23996611,5.5990615366666665,Unknown
Beintza-Labaien,214.0,126.0,88.0,7.607778650584445,28.129104411254144,65.0,172.0,55.0,Unknown,0.0,0.0,Unknown
Beire,301.0,154.0,147.0,13.528344806676795,22.24958073595552,69.0,191.0,84.0,Unknown,0.0,0.0,Unknown
Beires,132.0,63.0,69.0,3.399006624342314,38.83487577066466,18.0,73.0,44.0,Unknown,0.0,0.0,Unknown
Beizama,144.0,88.0,56.0,8.700069735430516,16.551591467545204,45.0,123.0,28.0,Unknown,0.0,0.0,Unknown
Béjar,12269.0,5811.0,6458.0,268.2646309123523,45.73469099625191,3717.0,9175.0,3786.0,22.783,3.2751555976923075,0.2353433230769231,Unknown
Bejís,390.0,218.0,172.0,9.208437513505531,42.35246201410472,93.0,247.0,126.0,Unknown,0.0,0.0,Unknown
Belalcázar,3207.0,1557.0,1650.0,9.008359157400204,356.0026797294718,1123.0,2421.0,852.0,19.344,0.0,0.0,Unknown
Belascoáin,117.0,62.0,55.0,19.242824633087835,6.08018844586983,37.0,108.0,17.0,Unknown,0.0,0.0,Unknown
Belauntza,253.0,131.0,122.0,73.75473399767432,3.4302882850608305,68.0,181.0,58.0,Unknown,0.0,0.0,Unknown
Belbimbre,57.0,30.0,27.0,5.569574882260681,10.234174278102856,20.0,46.0,21.0,Unknown,0.0,0.0,Unknown
Belchite,1540.0,777.0,763.0,5.589089644130466,275.53682228326267,447.0,1071.0,457.0,23.922,0.0,2.92661618,Unknown
Beleña,227.0,120.0,107.0,8.525374996822952,26.626394743292035,31.0,73.0,150.0,Unknown,0.0,0.0,Unknown
Bèlgida,654.0,320.0,334.0,37.88688924310272,17.261908091835757,239.0,526.0,146.0,Unknown,0.0,0.0,Unknown
Belianes,521.0,257.0,264.0,33.03432137568585,15.771475795578777,154.0,362.0,163.0,Unknown,0.0,0.0,1.0
Belinchón,369.0,190.0,179.0,4.595239291613128,80.3004972283968,94.0,222.0,106.0,Unknown,0.0,0.0,Unknown
Bell-lloc d'Urgell,2329.0,1155.0,1174.0,66.2385074923483,35.16081639171957,816.0,1796.0,493.0,Unknown,4.175046305,3.7986609849999997,2.0
bell-lloc urgell,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30.368,Unknown,Unknown,Unknown
Bellaguarda,292.0,154.0,138.0,14.097012959468293,20.713607970678463,75.0,201.0,100.0,Unknown,0.0,0.0,Unknown
bellaterra,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0
Bellcaire d'Empordà,699.0,330.0,369.0,55.34647256946469,12.629531161587463,222.0,522.0,149.0,Unknown,6.04395604,4.57334077,Unknown
Bellcaire d'Urgell,1225.0,629.0,596.0,39.3111640254841,31.161631316891903,385.0,913.0,339.0,Unknown,3.65862573,0.0,Unknown
bellcaire urgell,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,27.393,Unknown,Unknown,Unknown
Bellmunt d'Urgell,182.0,90.0,92.0,36.054221506950405,5.047952566800387,70.0,142.0,51.0,Unknown,0.0,0.0,Unknown
Bellmunt del Priorat,281.0,143.0,138.0,31.3823575581064,8.954075533672412,91.0,218.0,82.0,Unknown,0.0,0.0,Unknown
Bello,224.0,112.0,112.0,4.267790512157658,52.48617507393838,34.0,117.0,108.0,Unknown,0.0,0.0,Unknown
Bellprat,73.0,46.0,27.0,2.3481189897906827,31.08871412283387,10.0,46.0,28.0,Unknown,0.0,0.0,Unknown
Bellpuig,5151.0,2737.0,2414.0,147.07958135674767,35.02185655197124,1926.0,4151.0,909.0,29.096,4.63358539,2.0646316833333334,4.0
Bellreguard,4632.0,2298.0,2334.0,1630.654821696642,2.8405766434250985,1555.0,3708.0,841.0,24.092,3.6,1.315789475,Unknown
Bellús,311.0,161.0,150.0,32.59964368560992,9.539981571555677,84.0,227.0,87.0,Unknown,0.0,0.0,Unknown
Bellvei,2303.0,1183.0,1120.0,278.7550909938397,8.261732518639075,865.0,1796.0,394.0,27.538,6.75897966,3.65853659,Unknown
Bellver de Cerdanya,2135.0,1106.0,1029.0,21.801143872134617,97.93064127836314,598.0,1540.0,439.0,36.573,5.37104647,4.9930035,Unknown
Bellvís,2258.0,1153.0,1105.0,48.65062926160987,46.41255486867431,765.0,1701.0,565.0,27.156,4.21686747,1.2295082,2.0
Belmez,2905.0,1407.0,1498.0,14.007745515366151,207.3852638751387,953.0,2171.0,793.0,23.45,0.0,0.4513662975,Unknown
Bélmez de la Moraleda,1542.0,768.0,774.0,31.18904393951496,49.44043821895941,543.0,1191.0,376.0,16.108,0.0,0.0,2.0
Belmonte,1810.0,891.0,919.0,19.539429598598016,92.63320563512612,561.0,1388.0,550.0,20.759,0.0,0.0,2.0
Belmonte de Campos,26.0,12.0,14.0,1.610737818831356,16.141671037974305,8.0,25.0,8.0,Unknown,0.0,0.0,Unknown
Belmonte de Gracián,194.0,107.0,87.0,4.441472146118623,43.67921122043633,35.0,106.0,92.0,Unknown,0.0,0.0,Unknown
Belmonte de Miranda,1439.0,770.0,669.0,6.917776688343124,208.014809501556,291.0,894.0,628.0,23.98,0.0,0.0,Unknown
Belmonte de San José,123.0,59.0,64.0,3.621657806848736,33.96234723429719,21.0,62.0,51.0,Unknown,0.0,0.0,Unknown
Belmonte de Tajo,1751.0,902.0,849.0,72.6948508068266,24.086988013125797,610.0,1356.0,271.0,25.22,5.17068273,3.89696424,Unknown
Belmontejo,143.0,83.0,60.0,2.737696970989387,52.23368455871165,27.0,89.0,76.0,Unknown,0.0,0.0,Unknown
Belorado,1754.0,890.0,864.0,13.147158845288098,133.412855251888,548.0,1329.0,487.0,24.109,3.641625735,0.0,Unknown
Belver de Cinca,1307.0,757.0,550.0,15.819064410461156,82.62182680890282,412.0,959.0,333.0,24.076,0.0,2.23199469,Unknown
Belver de los Montes,263.0,145.0,118.0,3.836811218997773,68.54650515453277,55.0,164.0,117.0,Unknown,0.0,0.0,Unknown
Belvís de la Jara,1543.0,776.0,767.0,13.532276921077292,114.02367901566436,439.0,1012.0,517.0,20.076,0.0,0.0,1.0
Belvís de Monroy,745.0,390.0,355.0,16.57536123064704,44.94623010824832,221.0,553.0,176.0,Unknown,0.0,2.7173913,Unknown
Bembibre,8455.0,4067.0,4388.0,133.3193673150486,63.41914284681451,2783.0,6882.0,2097.0,25.661,2.601281474285714,0.6763833057142856,1.0
Benabarre,1162.0,601.0,561.0,7.394577800568083,157.14216975453692,334.0,783.0,324.0,24.791,3.88888889,3.32969624,Unknown
Benacazón,7322.0,3688.0,3634.0,227.7427454444696,32.15031058710637,3124.0,6306.0,871.0,22.833,0.0,2.572471196,Unknown
Benadalid,236.0,118.0,118.0,11.415085429271452,20.67439630323137,69.0,168.0,57.0,Unknown,0.0,0.0,Unknown
Benafarces,68.0,35.0,33.0,4.110058069992265,16.54477840507202,10.0,43.0,25.0,Unknown,0.0,0.0,Unknown
Benafer,173.0,94.0,79.0,10.156816169172195,17.03289663990245,45.0,115.0,41.0,Unknown,0.0,0.0,Unknown
Benafigos,145.0,84.0,61.0,4.073023399408841,35.60009010040191,19.0,83.0,66.0,Unknown,0.0,0.0,Unknown
Benagéber,184.0,103.0,81.0,2.635253804244225,69.82249668083492,48.0,135.0,55.0,Unknown,0.0,0.0,Unknown
Benaguasil,11369.0,5831.0,5538.0,451.0581219639871,25.20517744032045,4050.0,8855.0,2023.0,24.485,4.337854937142857,2.439664315714286,1.0
Benahadux,4526.0,2246.0,2280.0,272.3916308869257,16.61578215623966,1942.0,3857.0,500.0,22.462,4.336064645,1.935323705,Unknown
Benahavís,7829.0,3871.0,3958.0,53.84755627749539,145.39192753064614,2928.0,6747.0,1242.0,43.159,8.758891735,3.911713285,Unknown
Benalauría,436.0,227.0,209.0,22.07898030066688,19.747288781576152,138.0,329.0,114.0,Unknown,0.0,0.0,Unknown
Benalmádena,70204.0,34383.0,35821.0,2608.842237906849,26.91002122701246,25232.0,57505.0,10241.0,30.392,8.03026104388889,3.8031048466666664,1.0
Benalúa,3289.0,1620.0,1669.0,379.9791429447463,8.655738245291694,1404.0,2699.0,586.0,20.126,0.0,0.0,Unknown
Benalúa de las Villas,1064.0,545.0,519.0,49.13397540277071,21.65507657945382,342.0,803.0,262.0,15.5,0.0,0.0,Unknown
Benalup-Casas Viejas,7020.0,3558.0,3462.0,116.27488568477006,60.37417245054746,2820.0,5995.0,974.0,20.263,1.3956401483333334,0.5234320516666667,Unknown
Benamargosa,1535.0,787.0,748.0,126.66197556577778,12.118869875062446,471.0,1108.0,388.0,13.831,0.0,0.0,Unknown
Benamaurel,2284.0,1134.0,1150.0,17.859913423196705,127.88415855552296,815.0,1747.0,550.0,18.016,0.0,0.0,Unknown
Benamejí,4982.0,2471.0,2511.0,93.38238484694016,53.350532952931374,2020.0,4112.0,863.0,17.194,0.0,0.0,Unknown
Benamocarra,3030.0,1516.0,1514.0,528.1669711071644,5.73682219024108,1170.0,2510.0,489.0,17.695,0.0,0.0,Unknown
Benaocaz,695.0,373.0,322.0,10.01578642082434,69.3904573039806,216.0,562.0,118.0,Unknown,0.0,4.04761905,Unknown
Benaoján,1470.0,747.0,723.0,45.94317979715364,31.99604395016368,510.0,1186.0,302.0,19.455,0.0,0.0,Unknown
Benarrabá,438.0,231.0,207.0,17.592162528187806,24.89745074252216,139.0,345.0,113.0,Unknown,0.0,0.0,Unknown
benasal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,21.992,Unknown,Unknown,Unknown
Benasau,170.0,79.0,91.0,18.80437396956728,9.040449858906523,30.0,96.0,60.0,Unknown,0.0,0.0,Unknown
Benasque,2239.0,1212.0,1027.0,9.596079846582972,233.32444454359936,802.0,1928.0,229.0,28.911,6.77966102,0.0,Unknown
Benassal,1055.0,539.0,516.0,13.257614899313063,79.57690791385592,346.0,766.0,318.0,Unknown,2.47933884,0.0,Unknown
Benatae,443.0,226.0,217.0,9.963881092824597,44.46058678068957,131.0,321.0,136.0,Unknown,0.0,0.0,Unknown
Benavent de Segrià,1533.0,810.0,723.0,202.89388077270291,7.555673902838807,545.0,1251.0,217.0,32.071,3.89982775,4.01234568,Unknown
Benavente,17523.0,8428.0,9095.0,388.4059577894444,45.11516790249456,6356.0,14554.0,3541.0,24.182,3.3125273793333334,0.0,9.0
Benavides,2426.0,1198.0,1228.0,32.751318660532064,74.07335335549473,650.0,1637.0,860.0,23.429,1.60194175,0.0,Unknown
benavides de orbigo (leon),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
Benavites,653.0,314.0,339.0,152.94004756150875,4.269646900282147,171.0,437.0,157.0,Unknown,0.0,0.0,Unknown
Benegiles,302.0,163.0,139.0,12.880317111898409,23.44662770150453,79.0,213.0,112.0,Unknown,0.0,0.0,Unknown
Beneixama,1707.0,861.0,846.0,48.92762600262916,34.88826537196538,571.0,1291.0,412.0,24.749,0.0,2.50615764,Unknown
Beneixida,639.0,307.0,332.0,199.92663257511637,3.1961724747197717,211.0,529.0,119.0,Unknown,0.0,0.0,Unknown
Benejúzar,5453.0,2736.0,2717.0,584.6107784363746,9.327573491862108,2047.0,4306.0,1055.0,21.998,0.8850442575,1.057985975,Unknown
Benetússer,15430.0,7511.0,7919.0,19820.82585467317,0.778474121771372,5143.0,11790.0,2878.0,25.518,5.224505641,0.0,2.0
Benferri,1958.0,1010.0,948.0,158.3004275723555,12.368886363904751,726.0,1572.0,368.0,23.246,4.92063492,4.01785714,Unknown
benia de onis,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0
Beniarbeig,2227.0,1143.0,1084.0,300.8267592141433,7.402931859578063,662.0,1569.0,414.0,24.781,5.54850746,4.81065919,Unknown
Beniardà,192.0,96.0,96.0,12.19817332042732,15.74006164336694,40.0,122.0,56.0,Unknown,0.0,0.0,Unknown
Beniarjó,1780.0,891.0,889.0,646.9601876875946,2.751328495748999,651.0,1457.0,289.0,24.281,3.87931034,3.48995153,Unknown
Beniarrés,1083.0,557.0,526.0,53.5755184662247,20.2144567333072,294.0,767.0,351.0,21.437,0.0,0.0,Unknown
Beniatjar,207.0,113.0,94.0,18.203941108499837,11.3711640114759,59.0,159.0,65.0,Unknown,0.0,0.0,Unknown
Benicarló,27658.0,13799.0,13859.0,578.2212649451747,47.832900096855575,10031.0,21903.0,4841.0,24.56,4.178565718571429,1.3127585592857145,5.0
benicasim,Unknown,Unknown,Unknown,Unknown,Unknown,6329.0,15061.0,2994.0,43.416,6.104977465454545,5.27227842,Unknown
Benicàssim/Benicasim,18991.0,9437.0,9554.0,523.2920877743492,36.29139527175344,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Benicolet,587.0,284.0,303.0,51.9867556478016,11.291337431725706,166.0,403.0,179.0,Unknown,0.0,0.0,Unknown
Benicull de Xúquer,1095.0,561.0,534.0,313.09521916618405,3.4973386144832768,343.0,798.0,176.0,23.09,4.73684211,0.0,Unknown
Benidoleig,1166.0,585.0,581.0,155.79205306911507,7.484335542344509,273.0,733.0,377.0,24.27,4.33469303,3.0475,Unknown
Benidorm,69118.0,34455.0,34663.0,1794.91385406797,38.50769764986317,23870.0,54228.0,13330.0,25.31,6.712952871333333,0.6452485691111112,11.0
Beniel,11508.0,6008.0,5500.0,1138.287029685696,10.109928076029815,5009.0,9853.0,1421.0,20.666,2.1882774136363636,0.0,Unknown
Benifaió,11967.0,5918.0,6049.0,593.756751571519,20.154718187753616,4101.0,9441.0,2489.0,27.49,4.012850515555556,0.7889647177777778,4.0
Benifairó de la Valldigna,1542.0,772.0,770.0,76.34224405367702,20.19851550231879,525.0,1194.0,386.0,24.922,0.0,2.30414747,Unknown
Benifairó de les Valls,2268.0,1119.0,1149.0,521.9817097456329,4.344979829092518,773.0,1721.0,447.0,23.952,3.91897353,2.5210084,Unknown
Benifallet,741.0,358.0,383.0,11.855565375521868,62.50229124710824,196.0,473.0,241.0,Unknown,0.0,0.0,Unknown
Benifallim,103.0,56.0,47.0,7.524625311504293,13.68838922019476,25.0,79.0,29.0,Unknown,0.0,0.0,Unknown
Benifato,135.0,70.0,65.0,11.362890079547835,11.880780246478638,39.0,106.0,43.0,Unknown,0.0,0.0,Unknown
Beniflá,463.0,229.0,234.0,740.7890462392576,0.6250092416329571,189.0,403.0,52.0,Unknown,4.18076787,0.0,Unknown
Benigànim,5742.0,2917.0,2825.0,171.71581387950962,33.438970297919525,2143.0,4797.0,1102.0,24.396,1.8705337933333333,0.0,Unknown
