municipio,poblacion_total,hombres,mujeres,densidad,superficie_km2,poblacion_menor_35,poblacion_menor_65,poblacion_65_mas,renta_bruta_media,alquiler_m2_colectiva,alquiler_m2_unifamiliar,num_bancos,municipio_key,provincia
Melilla,86261.0,43603.0,42658.0,6332.720188569153,13.621476621642785,43740.0,77711.0,8673.0,31.599,6.457279822272727,2.786413246136364,1.0,melilla,Melilla
Melón,1135.0,548.0,587.0,21.31472509066103,53.249572545380666,223.0,667.0,560.0,20.616,0.0,0.0,1.0,melon,Ourense
Melque de Cercos,59.0,32.0,27.0,3.1731354225730803,18.593596598583613,6.0,34.0,43.0,21.867,0.0,0.0,1.0,melque de cercos,Segovia
Membibre de la Hoz,35.0,18.0,17.0,2.232523146647796,15.67732905817958,0.0,9.0,20.0,21.867,0.0,0.0,1.0,membibre de la hoz,Segovia
Membribe de la Sierra,111.0,66.0,45.0,2.3856738610265427,46.52773449604604,11.0,62.0,52.0,18.514,0.0,0.0,1.0,membribe de la sierra,Salamanca
Membrilla,5927.0,2971.0,2956.0,41.13459907066946,144.08794868323338,2223.0,4798.0,1218.0,24.976,0.0,0.0,1.0,membrilla,Ciudad Real
Membrillera,102.0,60.0,42.0,2.661015539567514,38.33123049577445,18.0,41.0,47.0,22.597,0.0,0.0,2.0,membrillera,Guadalajara
Membrío,587.0,290.0,297.0,2.828667364145176,207.51821420946453,154.0,426.0,208.0,16.916,0.0,0.0,1.0,membrio,Cáceres
Meñaka,753.0,395.0,358.0,60.31384521854756,12.484695632843508,225.0,584.0,171.0,19.925,0.0,0.0,2.0,menaka,Bizkaia
Menàrguens,789.0,428.0,361.0,38.42441576225588,20.53381904052347,215.0,590.0,211.0,28.676,0.0,0.0,1.0,menarguens,Lleida
Menasalbas,2544.0,1327.0,1217.0,14.177619167420357,179.4377440921828,860.0,1920.0,782.0,23.832,0.0,1.19269749,1.0,menasalbas,Toledo
Mendaro,1983.0,1000.0,983.0,78.09986062390315,25.390570279623333,747.0,1660.0,350.0,15.154,0.0,0.0,1.0,mendaro,Gipuzkoa
Mendata,379.0,199.0,180.0,16.89814068315214,22.428503058793464,113.0,293.0,88.0,18.199,0.0,0.0,2.0,mendata,Bizkaia
Mendavia,3505.0,1788.0,1717.0,44.8755542499404,78.10488491080096,1122.0,2668.0,866.0,31.251,0.0,0.0,2.0,mendavia,Navarra
Mendaza,299.0,148.0,151.0,9.07512585094836,32.94720149459461,62.0,192.0,100.0,31.251,0.0,0.0,1.0,mendaza,Navarra
Mendexa,422.0,215.0,207.0,60.853831465002926,6.934649632417845,130.0,338.0,94.0,24.464,0.0,0.0,1.0,mendexa,Bizkaia
Mendigorria,1112.0,583.0,529.0,28.198974434638373,39.434058234191255,366.0,812.0,245.0,31.251,0.0,0.0,1.0,mendigorria,Navarra
Meneses de Campos,120.0,70.0,50.0,4.252997188374613,28.215396033652432,28.0,80.0,42.0,22.636,0.0,0.0,2.0,meneses de campos,Palencia
Mengabril,489.0,268.0,221.0,11.160884932472786,43.81373009027681,171.0,378.0,94.0,15.915,0.0,0.0,2.0,mengabril,Badajoz
Mengamuñoz,59.0,28.0,31.0,4.970057688937336,11.871089571319438,15.0,44.0,17.0,18.469,0.0,0.0,1.0,mengamunoz,Ávila
Mengíbar,9973.0,4960.0,5013.0,159.97523524381828,62.34089910729088,4471.0,8490.0,1437.0,22.421,2.539546086,0.0,3.0,mengibar,Jaén
Méntrida,5662.0,2900.0,2762.0,68.22539572241175,82.98962490502723,2007.0,4369.0,588.0,24.887,2.496980675,3.93050777,2.0,mentrida,Toledo
Mequinenza,2292.0,1162.0,1130.0,7.450600941421984,307.6261925742812,745.0,1725.0,576.0,27.878,0.0,4.19786783,5.0,mequinenza,Zaragoza
Meranges,97.0,53.0,44.0,2.574231488117594,37.6811488973477,21.0,75.0,23.0,22.892,0.0,0.0,1.0,meranges,Girona
"mercadal, es",19058.0,9528.0,9530.0,467.5589657435865,3.853838202709724,1682.0,3990.0,798.0,30.907,6.161473313333334,5.086908213333333,1.0,"mercadal, es",
Mérida,59424.0,28920.0,30504.0,68.68355334203987,865.185289760303,23414.0,50199.0,9153.0,27.09,4.07415502195122,0.6600586924390244,3.0,merida,Badajoz
Merindad de Cuesta-Urria,284.0,163.0,121.0,2.328300285600991,121.97739344720851,54.0,193.0,120.0,21.137,0.0,0.0,2.0,merindad de cuesta-urria,Burgos
Merindad de Montija,730.0,434.0,296.0,7.294666943509924,100.073108978537,139.0,487.0,246.0,21.137,0.0,0.0,2.0,merindad de montija,Burgos
Merindad de Río Ubierna,1436.0,808.0,628.0,5.21739547282188,275.23311343376565,407.0,1099.0,344.0,31.171,0.0,2.94735142,1.0,merindad de rio ubierna,Burgos
Merindad de Sotoscueva,409.0,234.0,175.0,2.667071520838864,153.35171809391855,69.0,248.0,154.0,25.281,0.0,0.0,2.0,merindad de sotoscueva,Burgos
Merindad de Valdeporres,431.0,226.0,205.0,3.5866087435536533,120.16922692631375,105.0,296.0,133.0,21.137,0.0,0.0,2.0,merindad de valdeporres,Burgos
Merindad de Valdivielso,386.0,220.0,166.0,2.9900757062808987,129.09372133594323,63.0,243.0,143.0,21.137,0.0,0.0,2.0,merindad de valdivielso,Burgos
Meruelo,2174.0,1077.0,1097.0,132.88384614166668,16.360152592831422,751.0,1724.0,258.0,24.892,4.73799024,2.94985251,2.0,meruelo,Cantabria
Mesas de Ibor,162.0,82.0,80.0,3.3309954891043576,48.63410969180231,32.0,98.0,77.0,16.233,0.0,0.0,1.0,mesas de ibor,Cáceres
Mesegar de Corneja,57.0,34.0,23.0,5.54204645241135,10.285009425570449,3.0,31.0,29.0,18.469,0.0,0.0,1.0,mesegar de corneja,Ávila
Mesegar de Tajo,206.0,111.0,95.0,11.666878176585396,17.656822749159023,66.0,142.0,80.0,22.248,0.0,0.0,2.0,mesegar de tajo,Toledo
Mesía,2479.0,1233.0,1246.0,23.12354270954421,107.20675595166462,595.0,1709.0,873.0,24.121,0.0,0.0,1.0,mesia,"Coruña, A"
Mesones de Isuela,265.0,135.0,130.0,5.458420995117516,48.54883861780521,58.0,164.0,107.0,22.433,0.0,0.0,1.0,mesones de isuela,Zaragoza
Mestanza,662.0,339.0,323.0,1.7847939109698543,370.91117127370194,153.0,416.0,272.0,16.339,0.0,0.0,1.0,mestanza,Ciudad Real
Metauten,289.0,162.0,127.0,12.797475517197784,22.582578854058337,57.0,182.0,95.0,31.251,0.0,0.0,1.0,metauten,Navarra
Mezalocha,238.0,136.0,102.0,3.92495437184028,60.63764758834884,45.0,152.0,88.0,22.433,0.0,0.0,1.0,mezalocha,Zaragoza
Mezquita de Jarque,87.0,49.0,38.0,2.7934435480675064,31.144355882969705,28.0,60.0,38.0,27.619,0.0,0.0,1.0,mezquita de jarque,Teruel
Miajadas,9503.0,4732.0,4771.0,78.69997552083552,120.74971989647082,3600.0,7700.0,1985.0,23.007,2.251724308,1.962477574,1.0,miajadas,Cáceres
Mianos,28.0,14.0,14.0,1.88909584616502,14.821905440553328,3.0,16.0,16.0,22.433,0.0,0.0,2.0,mianos,Zaragoza
Micereces de Tera,443.0,227.0,216.0,13.003731459148542,34.06714460320044,83.0,259.0,210.0,21.648,0.0,0.0,2.0,micereces de tera,Zamora
Micieces de Ojeda,71.0,42.0,29.0,3.4245479519703026,20.73266340427512,7.0,41.0,33.0,22.636,0.0,0.0,2.0,micieces de ojeda,Palencia
Miedes de Aragón,429.0,226.0,203.0,7.746044346385633,55.38310663044098,110.0,292.0,140.0,22.433,0.0,0.0,1.0,miedes de aragon,Zaragoza
Miedes de Atienza,54.0,36.0,18.0,1.256123297347215,42.98941044564786,9.0,31.0,29.0,22.597,0.0,0.0,2.0,miedes de atienza,Guadalajara
Miengo,5059.0,2594.0,2465.0,206.91699602000892,24.449417386239222,1503.0,3862.0,851.0,29.852,6.850197846666667,5.458662043333334,1.0,miengo,Cantabria
Miera,386.0,202.0,184.0,11.316626863380003,34.10910376916952,75.0,260.0,129.0,23.03,0.0,0.0,1.0,miera,Cantabria
Mieres,37026.0,17576.0,19450.0,253.5376289012539,146.03749415997194,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0,mieres,Asturias
Mieres,37026.0,17576.0,19450.0,253.5376289012539,146.03749415997194,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0,mieres,Girona
Mieres,349.0,178.0,171.0,13.35169043459186,26.13901226288193,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0,mieres,Asturias
Mieres,349.0,178.0,171.0,13.35169043459186,26.13901226288193,9718.0,28289.0,10451.0,27.966,3.432588688857143,0.7278970882857143,1.0,mieres,Girona
mieres del camin,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,2.0,mieres del camin,
mieres del camino,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,1.0,mieres del camino,
Mieza,189.0,98.0,91.0,5.441944342485523,34.730233921076305,17.0,79.0,129.0,18.514,0.0,0.0,1.0,mieza,Salamanca
"migjorn gran, es",19058.0,9528.0,9530.0,467.5589657435865,3.853838202709724,482.0,1100.0,270.0,29.94,5.15023625,4.06338402,1.0,"migjorn gran, es",
Miguel Esteban,4809.0,2410.0,2399.0,51.729062722857655,92.96514854260128,1852.0,3880.0,1028.0,20.263,0.89041096,0.61731581,2.0,miguel esteban,Toledo
Migueláñez,129.0,68.0,61.0,6.711096663167821,19.22189568628691,25.0,87.0,50.0,21.867,0.0,0.0,1.0,miguelanez,Segovia
Miguelturra,15658.0,7880.0,7778.0,131.3943383771417,119.16799607496615,6343.0,13542.0,1774.0,26.825,3.522366405,2.52250627125,7.0,miguelturra,Ciudad Real
Mijares,743.0,402.0,341.0,15.736019747558435,47.21651420876503,168.0,448.0,256.0,18.469,0.0,0.0,2.0,mijares,Ávila
Mijas,86744.0,43088.0,43656.0,583.2407429679853,148.72760698880302,32225.0,69342.0,11288.0,26.858,7.035813725,4.7419913715625,1.0,mijas,Málaga
mijas costa,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,2.0,mijas costa,
Milagro,3470.0,1798.0,1672.0,122.00753012599776,28.440867513804385,1326.0,2798.0,599.0,31.251,0.0,0.0,1.0,milagro,Navarra
Milagros,438.0,243.0,195.0,19.88729090574444,22.02411590778731,115.0,304.0,147.0,21.137,0.0,0.0,2.0,milagros,Burgos
milladoiro,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,2.0,milladoiro,
Millana,108.0,63.0,45.0,3.88411207408797,27.80558283075792,35.0,75.0,27.0,22.597,0.0,0.0,2.0,millana,Guadalajara
Millanes,255.0,130.0,125.0,14.517029596281072,17.56557691838867,68.0,183.0,73.0,18.894,0.0,0.0,2.0,millanes,Cáceres
Millares,341.0,171.0,170.0,3.232007445869917,105.5071826755082,62.0,233.0,113.0,26.109,0.0,0.0,5.0,millares,Valencia/València
Millena,242.0,130.0,112.0,24.7635058254866,9.772445053031774,51.0,155.0,74.0,23.829,0.0,0.0,1.0,millena,Alicante/Alacant
Milles de la Polvorosa,208.0,116.0,92.0,11.479917730896586,18.11859674222205,47.0,139.0,85.0,21.648,0.0,0.0,2.0,milles de la polvorosa,Zamora
Milmarcos,73.0,45.0,28.0,1.66265130061359,43.90577866390858,10.0,44.0,33.0,22.597,0.0,0.0,2.0,milmarcos,Guadalajara
Minas de Riotinto,3778.0,1837.0,1941.0,162.04545112331314,23.31444649516895,1318.0,3035.0,831.0,25.217,0.0,1.4123594825,1.0,minas de riotinto,Huelva
Minaya,1483.0,764.0,719.0,21.191520910284904,69.98081951164977,456.0,1115.0,422.0,19.637,0.0,2.05498502,1.0,minaya,Albacete
Minglanilla,2237.0,1146.0,1091.0,20.416956957102915,109.56578909874048,867.0,1760.0,451.0,20.018,0.0,1.39654117,3.0,minglanilla,Cuenca
Mingorría,377.0,196.0,181.0,12.284276721833049,30.689637537222826,111.0,275.0,120.0,18.469,0.0,0.0,1.0,mingorria,Ávila
Miño,6423.0,3214.0,3209.0,195.387297269032,32.87317082418141,1861.0,4613.0,1443.0,30.505,2.6135919880000005,2.132573104,1.0,mino,"Coruña, A"
Miño de Medinaceli,83.0,52.0,31.0,1.4755752270847842,56.249250107009935,15.0,58.0,26.0,21.77,0.0,0.0,2.0,mino de medinaceli,Soria
Miño de San Esteban,43.0,29.0,14.0,0.8796866352257542,48.88104272377049,5.0,27.0,21.0,21.77,0.0,0.0,1.0,mino de san esteban,Soria
Mira,908.0,453.0,455.0,4.265698597278512,212.86079625487324,293.0,664.0,262.0,20.869,0.0,1.61184211,3.0,mira,Cuenca
Mirabel,669.0,333.0,336.0,13.570172278473496,49.29930042680752,177.0,457.0,196.0,16.233,0.0,0.0,1.0,mirabel,Cáceres
Mirabueno,78.0,47.0,31.0,4.0072523646749625,19.46470870853844,7.0,41.0,42.0,22.597,0.0,0.0,2.0,mirabueno,Guadalajara
Miraflores de la Sierra,6585.0,3377.0,3208.0,116.65083405184376,56.45051793691756,2181.0,5042.0,855.0,36.125,4.478780716666667,5.287927596666667,2.0,miraflores de la sierra,Madrid
Mirafuentes,61.0,31.0,30.0,23.049318101369312,2.646499116881732,13.0,35.0,21.0,31.251,0.0,0.0,1.0,mirafuentes,Navarra
Miralcamp,1366.0,713.0,653.0,91.69717362502564,14.896860459254077,478.0,1058.0,289.0,27.201,4.0952381,0.0,2.0,miralcamp,Lleida
Miralrío,59.0,32.0,27.0,7.187116534805666,8.209133623237586,11.0,27.0,28.0,22.597,0.0,0.0,2.0,miralrio,Guadalajara
Miramar,2740.0,1381.0,1359.0,1076.5370007474432,2.5451981660617413,864.0,2117.0,482.0,25.813,4.883630235,4.8289801,1.0,miramar,Valencia/València
Mirambel,111.0,67.0,44.0,2.441183032801903,45.46975728919357,39.0,90.0,26.0,27.619,0.0,0.0,1.0,mirambel,Teruel
Miranda de Arga,852.0,450.0,402.0,14.24905166432452,59.79345293084734,245.0,611.0,239.0,31.251,0.0,0.0,2.0,miranda de arga,Navarra
Miranda de Azán,449.0,240.0,209.0,18.65087055764984,24.073943283888063,154.0,344.0,82.0,29.966,0.0,3.98455378,4.0,miranda de azan,Salamanca
Miranda de Ebro,35528.0,17515.0,18013.0,351.0762572762168,101.19738735863184,11486.0,27873.0,7604.0,30.159,4.8622530893333336,0.3008778043333333,2.0,miranda de ebro,Burgos
Miranda del Castañar,382.0,205.0,177.0,18.128475581100307,21.0718214165923,81.0,261.0,138.0,21.727,0.0,0.0,1.0,miranda del castanar,Salamanca
Mirandilla,1247.0,624.0,623.0,29.981537730946684,41.592262918284455,449.0,1008.0,292.0,19.575,0.0,0.0,2.0,mirandilla,Badajoz
Miraveche,85.0,54.0,31.0,3.743775820393165,22.704350922132257,6.0,37.0,34.0,21.137,0.0,0.0,2.0,miraveche,Burgos
Miravet,685.0,364.0,321.0,20.95679044186992,32.6863028907054,226.0,517.0,189.0,25.666,0.0,0.0,1.0,miravet,Tarragona
Miravete de la Sierra,38.0,28.0,10.0,1.0406819976098318,36.51451652596647,8.0,23.0,12.0,27.619,0.0,0.0,1.0,miravete de la sierra,Teruel
Mironcillo,105.0,54.0,51.0,6.8935044564332815,15.231730198130212,20.0,58.0,37.0,18.469,0.0,0.0,1.0,mironcillo,Ávila
Mirueña de los Infanzones,84.0,49.0,35.0,2.691788329726574,31.20601983163087,8.0,42.0,50.0,18.469,0.0,0.0,1.0,miruena de los infanzones,Ávila
Mislata,44320.0,21468.0,22852.0,21808.40270945948,2.0322442037800426,15569.0,35307.0,7971.0,27.627,5.691250200625,0.2648305084375,2.0,mislata,Valencia/València
Moaña,19496.0,9469.0,10027.0,554.1020371413294,35.18485530315303,6336.0,15539.0,3909.0,26.673,2.548383298666667,1.8107746093333328,5.0,moana,Pontevedra
Mocejón,5009.0,2512.0,2497.0,164.19503468507062,30.506403616938616,1940.0,4041.0,788.0,24.34,3.0289155300000004,2.7457923033333334,1.0,mocejon,Toledo
Mochales,42.0,23.0,19.0,1.2994286134968045,32.32189868974537,2.0,18.0,30.0,22.597,0.0,0.0,2.0,mochales,Guadalajara
Moclín,3613.0,1791.0,1822.0,31.9410689128008,113.11456137750116,1218.0,2840.0,883.0,17.452,0.0,0.0,2.0,moclin,Granada
Moclinejo,1244.0,651.0,593.0,86.57450851368024,14.369125754879994,494.0,1020.0,210.0,19.925,0.0,0.0,1.0,moclinejo,Málaga
Modúbar de la Emparedada,768.0,418.0,350.0,65.37437977393687,11.747721395686302,258.0,590.0,79.0,21.137,0.0,0.0,2.0,modubar de la emparedada,Burgos
Moeche,1200.0,573.0,627.0,24.741430225932,48.50164234815559,272.0,775.0,451.0,21.332,0.0,1.437007875,2.0,moeche,"Coruña, A"
Mogán,20572.0,10618.0,9954.0,120.0090502995942,3.853838202709724,7498.0,16542.0,3115.0,24.084,9.103318784545454,6.071027101818182,1.0,mogan,"Palmas, Las"
Mogarraz,260.0,134.0,126.0,28.729087711954456,9.050061129919255,54.0,172.0,103.0,21.727,0.0,0.0,1.0,mogarraz,Salamanca
mogente,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,1528.0,3461.0,857.0,22.993,2.76806644,0.0,1.0,mogente,
Moguer,22061.0,11059.0,11002.0,108.27998555815472,203.74033009222688,8945.0,19317.0,2382.0,20.974,3.849983459,3.542461621,1.0,moguer,Huelva
Mohedas de Granadilla,849.0,429.0,420.0,14.457390788610631,58.72428935578283,196.0,565.0,262.0,17.303,0.0,0.0,1.0,mohedas de granadilla,Cáceres
Mohedas de la Jara,399.0,218.0,181.0,6.604255457119421,60.415591521354,86.0,238.0,169.0,20.273,0.0,0.0,2.0,mohedas de la jara,Toledo
Mohernando,174.0,96.0,78.0,6.60604754193608,26.339501630199383,60.0,136.0,36.0,22.597,0.0,0.0,2.0,mohernando,Guadalajara
Moià,6474.0,3329.0,3145.0,85.27614878697878,75.91806257775733,2395.0,5114.0,1076.0,31.704,5.428943333333333,4.21170948,2.0,moia,Barcelona
Moixent/Mogente,4326.0,2171.0,2155.0,28.917054336488714,149.60029986668724,Unknown,226.0,77.0,22.493,3.21782178,0.0,5.0,moixent,Valencia/València
Mojácar,7257.0,3546.0,3711.0,101.45299728980665,71.5306614280694,1774.0,4545.0,1756.0,26.487,5.116267025,3.953252035,1.0,mojacar,Almería
mojacar playa,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,Unknown,9870.0,1788.0,25.508,2.9615547875,0.67626172125,4.0,mojacar playa,
Mojados,3311.0,1733.0,1578.0,71.64538585400982,46.21372277548689,1160.0,2743.0,509.0,26.329,4.310807585,3.409269475,2.0,mojados,Valladolid
Molacillos,239.0,130.0,109.0,10.09259937776223,23.68071802459596,54.0,171.0,85.0,21.648,0.0,0.0,2.0,molacillos,Zamora
Molezuelas de la Carballeda,46.0,25.0,21.0,1.330964084430399,34.561413443163055,9.0,28.0,36.0,21.648,0.0,0.0,2.0,molezuelas de la carballeda,Zamora
Molina de Aragón,3217.0,1606.0,1611.0,19.112009402141304,168.32348353907614,1122.0,2551.0,744.0,24.871,3.680807803333333,0.0,1.0,molina de aragon,Guadalajara
Molina de Segura,73498.0,36682.0,36816.0,433.9521674391445,169.3688971153878,29839.0,62262.0,8702.0,32.691,2.903075427142857,1.413646754464286,1.0,molina de segura,Murcia
Molinaseca,891.0,494.0,397.0,11.18839760086538,79.63606870130218,220.0,664.0,208.0,22.614,0.0,0.0,2.0,molinaseca,León
Molinicos,829.0,430.0,399.0,5.773584731563781,143.58497164992062,186.0,504.0,336.0,17.48,0.0,0.0,1.0,molinicos,Albacete
Molinillo,42.0,25.0,17.0,6.188176621483037,6.787136594355063,4.0,18.0,26.0,21.727,0.0,0.0,1.0,molinillo,Salamanca
Molinos,238.0,126.0,112.0,2.989592886955249,79.60950169452374,61.0,170.0,73.0,27.619,0.0,0.0,1.0,molinos,Teruel
Molinos de Duero,158.0,84.0,74.0,5.767954849839156,27.39272482419067,44.0,124.0,37.0,21.77,0.0,0.0,1.0,molinos de duero,Soria
Molins de Rei,26104.0,12718.0,13386.0,1660.360955527872,15.72188259010274,9417.0,21341.0,4346.0,38.189,8.355469904166666,1.8797315258333336,1.0,molins de rei,Barcelona
Molledo,1494.0,743.0,751.0,21.04804420788105,70.98046665260232,386.0,1033.0,511.0,23.662,0.0,2.3255814,2.0,molledo,Cantabria
Mollerussa,14545.0,7462.0,7083.0,2089.868386650793,6.9597684203021535,6105.0,12685.0,2055.0,29.945,4.686516699999999,0.6180349133333333,5.0,mollerussa,Lleida
Mollet de Peralada,197.0,106.0,91.0,32.38414601012437,6.083223560640173,55.0,134.0,56.0,22.892,0.0,0.0,1.0,mollet de peralada,Girona
Mollet del Vallès,51151.0,25180.0,25971.0,4729.132800660807,10.81614794003091,19075.0,42624.0,8509.0,30.989,7.901805727096774,1.5835644964516131,1.0,mollet del valles,Barcelona
Mollina,5341.0,2675.0,2666.0,71.63321363834223,74.56038517223789,1710.0,3872.0,1148.0,19.724,3.77428266,3.04267253,1.0,mollina,Málaga
Molló,347.0,167.0,180.0,8.039462169039112,43.162091282217446,91.0,239.0,89.0,30.929,0.0,3.03030303,1.0,mollo,Girona
Molvízar,2748.0,1408.0,1340.0,127.99158476371244,21.47016153501913,1030.0,2212.0,547.0,17.96,0.0,0.0,2.0,molvizar,Granada
Mombeltrán,934.0,483.0,451.0,18.68697173515464,49.9813460006965,240.0,643.0,363.0,18.469,0.0,0.0,2.0,mombeltran,Ávila
Momblona,17.0,13.0,4.0,0.7418722723496008,22.914995793223145,1.0,9.0,14.0,21.77,0.0,0.0,1.0,momblona,Soria
Mombuey,407.0,218.0,189.0,10.405767144117778,39.11292597298517,106.0,278.0,131.0,21.648,0.0,0.0,2.0,mombuey,Zamora
Monachil,8137.0,4170.0,3967.0,91.51240633595869,88.91690565023058,3093.0,6753.0,1073.0,28.004,4.441934734,3.817939388,1.0,monachil,Granada
Monasterio,14.0,6.0,8.0,0.6519424947696261,21.47428663159489,3.0,9.0,5.0,22.597,0.0,0.0,2.0,monasterio,Guadalajara
Monasterio de la Sierra,40.0,24.0,16.0,6.785229531896118,5.895157976891915,5.0,26.0,18.0,21.137,0.0,0.0,2.0,monasterio de la sierra,Burgos
Monasterio de Rodilla,164.0,90.0,74.0,4.416336981085001,37.134847431798256,33.0,116.0,48.0,21.137,0.0,0.0,2.0,monasterio de rodilla,Burgos
Monasterio de Vega,79.0,43.0,36.0,2.639301226199369,29.932165080588813,7.0,46.0,32.0,24.412,0.0,0.0,6.0,monasterio de vega,Valladolid
Moncada,21875.0,10672.0,11203.0,1381.9832104070556,15.828701705831026,8010.0,17935.0,3867.0,28.633,4.768358611764706,1.528368694117647,4.0,moncada,Valencia/València
Moncalvillo,83.0,49.0,34.0,3.102022350297257,26.7567382266109,6.0,39.0,48.0,21.137,0.0,0.0,2.0,moncalvillo,Burgos
Moncofa,6958.0,3590.0,3368.0,484.45542979232687,14.362518349691548,2116.0,5084.0,1194.0,25.781,4.814525625,3.1801485925,1.0,moncofa,Castellón/Castelló
Monda,2762.0,1437.0,1325.0,47.90695755255389,57.653421154330005,1032.0,2121.0,402.0,21.592,5.6117988400000005,4.36550845,2.0,monda,Málaga
Mondariz,4394.0,2177.0,2217.0,53.37137940455382,82.32876963313205,1171.0,3098.0,1398.0,21.838,1.02190141,1.728166505,3.0,mondariz,Pontevedra
Mondariz-Balneario,675.0,343.0,332.0,292.60373926912706,2.3068741420941232,159.0,467.0,151.0,18.933,5.5256835,0.0,2.0,mondariz-balneario,Pontevedra
Mondéjar,2745.0,1422.0,1323.0,56.61733417168573,48.48338481773258,1070.0,2140.0,497.0,26.247,3.766374025,2.5336157750000003,1.0,mondejar,Guadalajara
Mondoñedo,3480.0,1629.0,1851.0,24.388148784451293,142.69225724170914,820.0,2389.0,1250.0,21.88,2.000836156666667,0.7131960333333334,3.0,mondonedo,Lugo
Monegrillo,389.0,214.0,175.0,2.123803426748283,183.16196080142447,89.0,277.0,136.0,20.966,0.0,0.0,1.0,monegrillo,Zaragoza
Monesma y Cajigar,69.0,37.0,32.0,1.1023024521307745,62.596250118668905,15.0,47.0,26.0,24.076,0.0,0.0,1.0,monesma y cajigar,Huesca
Monesterio,4267.0,2206.0,2061.0,13.237273917695845,322.3473372637392,1602.0,3459.0,795.0,20.926,1.390380855,0.9757260225,1.0,monesterio,Badajoz
Moneva,121.0,73.0,48.0,1.970743310710373,61.39815334772564,8.0,45.0,49.0,22.433,0.0,0.0,1.0,moneva,Zaragoza
Monfarracinos,971.0,510.0,461.0,44.10080766051311,22.01773735018037,352.0,827.0,153.0,23.783,3.47826087,3.34208175,9.0,monfarracinos,Zamora
Monfero,1908.0,977.0,931.0,11.077545919337132,172.2403151287657,420.0,1269.0,693.0,21.573,0.0,0.0,1.0,monfero,"Coruña, A"
Monflorite-Lascasas,432.0,228.0,204.0,14.915598408498145,28.96296803981184,154.0,355.0,48.0,24.076,0.0,0.0,2.0,monflorite-lascasas,Huesca
Monforte de la Sierra,61.0,31.0,30.0,13.987380829834922,4.361073795165976,5.0,30.0,40.0,21.727,0.0,0.0,1.0,monforte de la sierra,Salamanca
Monforte de Lemos,18242.0,8675.0,9567.0,91.42835348203066,199.522350619442,5297.0,13166.0,5433.0,25.163,2.348678452857143,0.1968772435714285,3.0,monforte de lemos,Lugo
Monforte de Moyuela,71.0,49.0,22.0,1.4872824469937969,47.73807432711275,9.0,36.0,29.0,27.619,0.0,0.0,1.0,monforte de moyuela,Teruel
Monforte del Cid,8500.0,4417.0,4083.0,106.88891161668302,79.5218126130993,3148.0,6863.0,1081.0,24.75,3.707781902,1.753197716,2.0,monforte del cid,Alicante/Alacant
Monistrol de Calders,716.0,380.0,336.0,32.585024340599105,21.973284184658542,212.0,526.0,151.0,36.765,0.0,3.63762251,1.0,monistrol de calders,Barcelona
Monistrol de Montserrat,3178.0,1637.0,1541.0,266.78242189061683,11.912329071302189,1001.0,2357.0,598.0,30.016,5.78455557,5.2368,1.0,monistrol de montserrat,Barcelona
Monleón,96.0,55.0,41.0,5.026280742294724,19.09960961634858,15.0,51.0,40.0,21.727,0.0,0.0,1.0,monleon,Salamanca
Monleras,226.0,110.0,116.0,6.882518812929072,32.83681543673378,60.0,163.0,63.0,18.514,0.0,0.0,1.0,monleras,Salamanca
monovar,3780.0,1850.0,1930.0,48.33043973572708,44.75873198035128,4279.0,9594.0,2581.0,22.188,1.9066128272727276,0.6622408209090909,1.0,monovar,
Monòver/Monóvar,12188.0,6087.0,6101.0,79.99755354398714,152.3546591121484,Unknown,2895.0,756.0,26.577,2.9604196988888893,0.5023802766666666,1.0,monover,Alicante/Alacant
Monreal/Elo,480.0,267.0,213.0,21.233395338172443,22.60589945014953,170.0,397.0,69.0,31.251,0.0,0.0,1.0,monreal,Navarra
Monreal de Ariza,193.0,111.0,82.0,3.1098652881956403,62.060566009912144,41.0,128.0,84.0,22.433,0.0,0.0,1.0,monreal de ariza,Zaragoza
Monreal del Campo,2522.0,1256.0,1266.0,28.321430164107,89.0491753201165,914.0,1959.0,474.0,25.753,2.7840046550000004,2.175346475,2.0,monreal del campo,Teruel
Monreal del Llano,52.0,30.0,22.0,1.3325521202290989,39.02286387947055,16.0,37.0,30.0,20.03,0.0,0.0,1.0,monreal del llano,Cuenca
Monroy,920.0,473.0,447.0,4.499866317111676,204.4505181190626,288.0,713.0,256.0,16.916,0.0,0.0,1.0,monroy,Cáceres
