Municipality,Bank,Longitude,Latitude
Valladolid,Banco Santander,-4.7399648,41.6325941
Lezo,Kutxabank,-1.8982686,43.3216203
Mollerussa,BBVA,0.8939748,41.6296477
Mollerussa,Banco Sabadell,0.8937683,41.6287952
Cádiz,Caixabank,-6.2773374,36.5072919
Cádiz,Caixabank,-6.2977515,36.5337292
Mollerussa,Ibercaja,0.8933396,41.6297608
Vilanova de Bellpuig,BBVA,0.9624303,41.6137865
Miralcamp,BBVA,0.8800972,41.6049395
Miralcamp,Caixabank,0.879916,41.6061723
Redondela,Caixabank,-8.6092914,42.2816504
Ivars d'Urgell,BBVA,0.9862706,41.6816865
Ivars d'Urgell,Banco Santander,0.9864728,41.6822234
Ivars d'Urgell,Caixabank,0.9863644,41.6807716
el Palau d'Anglesola,Caixabank,0.8818317,41.6513438
el Palau d'Anglesola,Banco Santander,0.8815787,41.6513597
el Palau d'Anglesola,BBVA,0.8813689,41.6512908
Gavà,Caixabank,2.0054288,41.3069394
Alfarràs,BBVA,0.5696923,41.8300924
Ordizia,Rural Kutxa,-2.1802578,43.053852
Bellvís,Banco Santander,0.8177665,41.67146
Bellvís,Caixabank,0.8176394,41.671275
Barbens,Caixabank,1.0170799,41.6767168
Arbeca,BBVA,0.9252295,41.5410028
Arbeca,Caixabank,0.9245259,41.5406975
Arbeca,Banco Santander,0.9244214,41.5410997
Olot,La Caixa,2.4762147,42.1691731
Eskoriatza,Laboral Kutxa,-2.5268921,43.0177657
Eskoriatza,Kutxabank,-2.5257093,43.0183957
Pamplona/Iruña,Caja Rural,-1.647174,42.8270407
Anglesola,Caixabank,1.0835249,41.6584413
Bossòst,BBVA,0.6923484,42.7841716
Tarragona,Caixabank,1.2441027,41.1150393
Tarragona,mediolanum,1.2438556,41.1155639
Artesa de Segre,Caixabank,1.0471913,41.8948301
Artesa de Segre,Ibercaja,1.0455831,41.894906
Artesa de Segre,Banco Santander,1.0479742,41.8955016
Linyola,Caixabank,0.9024566,41.709621
Linyola,BBVA,0.9027167,41.710983
Camponaraya,Caja Rural,-6.670741,42.5805344
Camponaraya,BBVA,-6.6706143,42.5804796
Benifaió,Cajamar,-0.4253608,39.2838064
Benifaió,BBVA,-0.4259411,39.284666
Benifaió,Caixabank,-0.4260757,39.2852137
San Roque,Caixabank,-5.3876928,36.2105456
San Roque,Unicaja Banco,-5.3873915,36.2104176
Zamora,Unicaja Banco,-5.7494025,41.5052268
Zamora,Caja Rural,-5.748747,41.5051994
Belianes,Caixabank,1.0170732,41.5601041
Valls,La Caixa Store El Pati,1.2507712,41.2855011
Garrucha,Ibercaja,-1.8220618,37.179738
Used,Ibercaja,-1.5598478,41.0544758
Tarragona,BBVA,1.2477615,41.1144894
Guadiaro,Caixabank,-5.3041265,36.2993044
San Juan de Alicante,*,-0.4337424,38.3956116
Oviedo,BBVA,-5.8320081,43.3656812
Oviedo,Banco Santander,-5.8317179,43.3657769
Tornabous,Caixabank,1.0547536,41.7013533
Verdú,Caixabank,1.1438378,41.6099765
Lugo,Banco Santander,-7.5472803,42.9942019
Villabona-Amasa,Rural Kutxa,-2.0524276,43.1873297
Zarautz,Rural Kutxa,-2.1759988,43.2857948
Ballesteros de Calatrava,Unicaja Banco,-3.9446775,38.8352879
Ballesteros de Calatrava,Caja Rural,-3.9452819,38.8349046
Maó,Caixabank,4.2621801,39.8881386
La Rábita,Caixabank,-3.1701946,36.7483344
Purchil,Caixabank,-3.670993,37.1732024
Valls,BBVA,1.2505139,41.286002
El Provencio,Banco Santander,-2.5724603,39.376498
El Provencio,Globalcaja,-2.5727353,39.3759936
El Provencio,Eurocaja Rural,-2.5719761,39.3760008
Almogía,Unicaja Banco,-4.5413548,36.8246788
Tarragona,CaixaEnginyers,1.2464728,41.1199984
Artesa de Lleida,BBVA,0.7031625,41.5519099
Meco,Caja Rural,-3.3267993,40.5542147
Madrid,Caixabank,-3.6539269,40.4426017
Madrid,Bankinter,-3.6525961,40.4434036
Málaga,ING,-4.4327209,36.7174404
Juneda,Caixabank,0.8257761,41.5470694
Terrassa,BBVA,2.0218248,41.5576221
Alcorcón,Deutsche Bank,-3.8118786,40.3459335
Zamora,Unicaja Banco,-5.7406851,41.5116277
Tolosa,Kutxabank,-2.0762787,43.1340421
la Fuliola,Caixabank,1.0194204,41.7137468
Anglesola,BBVA,1.0835288,41.6581791
Albacete,Caixabank,-1.8559038,38.9913757
Benetússer,Banco Santander,-0.3954394,39.4229889
Bellpuig,Banco Sabadell,1.0086614,41.6275701
Bellpuig,Banco Santander,1.0100288,41.6267335
Bellpuig,Caixabank,1.0104489,41.6267092
Bellpuig,BBVA,1.0096635,41.6259734
Tarragona,arquia Banca,1.2483272,41.1181385
Juneda,BBVA,0.8256633,41.5464503
Madrid,Unicaja Banco,-3.7168472,40.4346929
Langreo / Llangréu,Caja Rural,-5.6914187,43.3087048
Benetússer,Caixabank,-0.3975498,39.4236823
Córdoba,BBVA,-4.7973344,37.8782456
Langreo / Llangréu,Banco Sabadell,-5.6906388,43.3076814
O Mosteiro,Banco Santander,-8.7028251,42.5183231
O Porto de Santa Cruz,Banco Santander,-8.3443135,43.3493685
Vilanova de la Barca,Banco Santander,0.7279935,41.6909069
Lleida,Banco Santander,0.6205782,41.6156115
Terrassa,Bankinter,2.008325,41.5605837
Terrassa,Cajamar,2.0083975,41.5606911
Isona,Caixabank,1.0436105,42.1164751
Adeje,Caixabank,-16.7250187,28.1215489
Tarragona,Banco Sabadell,1.2497843,41.1177208
Lekunberri,Banco Santander,-1.8916921,43.0013109
Riudoms,BBVA,1.0517659,41.1383899
Riudoms,Caixabank,1.0512771,41.1386636
Cartes,Unicaja Banco,-4.0684234,43.3292845
Agramunt,Banco Santander,1.0978339,41.7861566
Agramunt,Banco Sabadell,1.0979417,41.785963
Castellanos de Moriscos,Caixabank,-5.5936385,41.0189734
Tarragona,Caixabank,1.2417511,41.1205499
Cuevas del Campo,Caja Rural,-2.9315213,37.6091615
Cuevas del Campo,Caixabank,-2.930293,37.6071001
Albondón,Caixabank,-3.2112169,36.8262294
Albuñol,Caixabank,-3.2025685,36.7910161
Albuñán,Caixabank,-3.134212,37.2260874
Alfacar,Caixabank,-3.5663172,37.2375287
Zamora,Caja Rural,-5.7524318,41.5125207
NERJA,DONVILLAS ADMINISTRACIONES . COMUNIDADES,-3.8787958,36.7490167
Golmés,Caixabank,0.9311756,41.6324927
Santa María del Páramo,Abanca,-5.7488443,42.3553023
Burgos,Caja Rural,-3.6673547,42.3503579
Sevilla,Caja Rural,-5.9685517,37.3249956
Sevilla,La Caixa,-5.9686434,37.3252453
Sant Cugat del Vallès,Banco Sabadell,2.0839114,41.4736224
Guissona,Banco Santander,1.2884425,41.7861184
Guissona,BBVA,1.2884774,41.7845779
Boquiñeni,Ibercaja,-1.2512568,41.8487161
Boquiñeni,Caja Rural de Aragón,-1.251278,41.848266
Tomelloso,Caixabank,-3.0226939,39.1560413
Tomelloso,BBVA,-3.0226583,39.156169
Tomelloso,Bankinter,-3.022474,39.1560327
Tomelloso,Banco Santander,-3.0212363,39.1587178
Tomelloso,Banco Sabadell,-3.0166086,39.1508994
Tomelloso,Globalcaja,-3.0108558,39.1530645
Sant Boi de Llobregat,Caixabank,2.0320545,41.3568439
Sant Boi de Llobregat,Banco Sabadell,2.031831,41.3570831
Tomelloso,Unicaja Banco,-3.0207485,39.1590438
Sant Boi de Llobregat,BBVA,2.030832,41.3568067
Lleida,BBVA,0.619717,41.6186167
Mieres del Camín,Caja Rural,-5.7762096,43.2480211
Alcoletge,Banco Santander,0.6940616,41.6475192
Valladolid,Caja Rural,-4.7202314,41.6416596
Mondéjar,Banco Santander,-3.1092397,40.3231211
Organyà,BBVA,1.3278683,42.2111877
Almatret,Caixabank,0.4227902,41.3057345
Gerri de la Sal,Caixabank,1.0660582,42.3254329
Sant Boi de Llobregat,Bankinter,2.0275537,41.3485862
Sant Boi de Llobregat,Banco Sabadell,2.028311,41.3470205
Pamplona/Iruña,Ibercaja,-1.6479681,42.8284305
Laredo,Caixabank,-3.4149117,43.4118982
Tarragona,Attijariwafa Bank,1.2448547,41.1205661
Madrid,Banco Santander,-3.5605065,40.4049752
Sant Boi de Llobregat,BBVA,2.0309311,41.348732
Lleida,CaixaEnginyers,0.6201447,41.615444
Madrid,Ibercaja,-3.6043376,40.4041372
Alicante,BBVA,-0.483857,38.3628675
Toledo,Caja Rural,-4.0217118,39.8593575
El Puerto de Santa María,Caixabank,-6.2345109,36.595099
